"군급","군급상태","명칭(한글)","명칭(영문)","주석(한글)","주석(영문)","포함(한글)","포함(영문)","제외(한글)","제외(영문)"
"2840","A","항공기 원동기용 가스터빈,제트엔진 및 구성품","Gas Turbines and Jet Engines, Aircraft, Prime Moving; and Components","이 군급에 분류된 엔진 및 구성품은  항공기 또는(및) 유도탄 원동기용으로 사용한다","Note-Engines and Components classified in this FSC are intended for use as/on aircraft and/or guided missile prime movers.","컴프레서 및 터빈 로터; 블레이드; 연소실; 부수적 기어박스; 후방 연소기; 배기콘; 유압유 저장통; 오일탱크 [註] ⓐ후방 연소기:제트엔진의 터빈 후방에 설치된 재연소 장치","Includes Compressor and Turbine Rotors; Blades; Combustion Chamber; Accessory Gear Box; Afterburner; Exhaust Cone; Reservoirs, Hydraulic; Tank, Oil.","가스터빈 및 제트엔진용으로 특수설계된 오일, 공기, 방빙 및 유압 조절기, 밸브 및 펌프(군급 2995 ""기타 항공기용 엔진 부수품""), 밀고 당김식 제어장치 조립체(군급 2995), 엔진에 장착된 제어장치 조립체(군급 2995), 연료계통 구성품(군급 2915""항공기용 엔진의 연료계통 구성품""), 엔진 전기계통 구성품(군급 2925 ""항공기용 엔진의 전기계통 구성품""), 엔진 냉각계통 구성품(군급 2935 ""항공기 엔진의 냉각계통 구성품""), 엔진 공기/오일 클리너/필터/여과기(군급 2945 ""항공기 엔진용 공기 및 오일필터, 클리너"")","Excludes Oil, Air, Anti-icing, and Hydraulic Regulators, Valves, and Pumps specially designed for Gas Turbines and Jet Engines (FSC 2995); Control Assemblies, Push-Pull (FSC 2995); Engine Mounted Control Assemblies (FSC 2995); Fuel System Components (FSC 2915); Engine Electrical System Components (FSC 2925); Engine Cooling System Components (FSC 2935); Engine Air/Oil Cleaner/Filter/Strainers (FSC 2945)."
"2845","A","로켓엔진 및 구성품","Rocket Engines and Components","","","항공기, 로켓 및 유도탄에 사용되는 제트 이륙 보조로켓를 포함하는 액체형 로켓 원동기; 통합체로서 유도탄 추진장치속에 삽입하도록 고안된, 소모성 용기에 포장된 액체 추진체","Includes Rocket Prime Movers, Liquid Type, including Liquid Jet Assisted Take Off (JATO) Units, for use in aircraft, rockets, and guided missiles; Liquid Propellants encased in consumable containers, intended for insertion into missile propulsion systems as integral parts.","로켓모터-고체추진장치(군급 1337 ""유도탄 및 우주비행체 고체연료 추진장치 및 구성품""); 사전에 질과 양이 결정되고 재사용 가능한 용기에 포장된 액체 추진체; 고체연료 폭관 및 용기; 액체추진장치속에 삽입 또는 비삽입용으로 고안된 고체추진체 폭관 및 용기(군급 1337)","Excludes Rocket Motors - Solid Propellant Units (FSC 1337); Liquid Propellants predetermined to specific quantity and quality, but packaged in reusable containers; Solid Propellant Squibs and Cartridges, whether intended for insertion into Liquid Propellent Systems or not (FSC 1337)."
"2850","A","가솔린 로터리 엔진 및 구성품","Gasoline Rotary Engines and Components","","","","","",""
"2895","A","기타 엔진 및 구성품","Miscellaneous Engines and Components","","","풍력 및 압축공기 엔진","Includes Wind and Compressed Air Engines.","",""
"2900","A","엔진 부속품","Engine Accessories","특별히 제외하지 않는한 모든 차량 즉, 항공기, 자동차, 선박, 트랙터 및 건설차량 등의 엔진 부수품 뿐만 아니라 정치 기관(定置機關) 부수품은 이 그룹에 분류한다  [註]  ⓐ정치 기관:일정한 장소에 고정적으로 설치해 놓고 사용하는 증기 기관이나 내연 기관","Note-Unless specifically excluded, engine accessories for all vehicles, such as aircraft, motor vehicles, ships, tractors, and construction vehicles, as well as accessories for stationary engines, are classified in this Group.","","","",""
"2910","A","비항공기용 엔진 연료계통 구성품","Engine Fuel System Components, Nonaircraft","","","기화기; 연료펌프; 엔진 연료필터; 연료탱크; 항공기 및 유도탄 원동기를 제외한 모든 엔진용 구성품","Includes Carburetors; Fuel Pumps; Engine Fuel Filters; Fuel Tanks; Components for all engines except Aircraft and Guided Missile Prime Moving.","",""
"2915","A","항공기 및 미사일 원동기 엔진 연료계통 구성품","Engine Fuel System Components, Aircraft and Missile Prime Movers","추진 연료계통, 항공기, 유도탄용으로 특수설계된 연료구성품은 이 군급에 분류한다","Note-Fuel components specially designed for propulsion fuel systems, aircraft and missiles are to be placed in this FSC.","기화기; 연료펌프; 엔진 연료필터; 제트엔진용 연료 조절장치; 연료 프라이머; 물분사 조절장치 및 밸브; 연료밸브 연료 흐름 조절장치; 연기 감소장치 구성품 [註] ⓐ연료 프라이머:실린더에 연료를 직접 분사해주는 장치 ⓑ물분사:엔진이 최대 동력을 발생할 때 왕복엔진 흡입계통에 물과 알코올의 혼합물을 분사시키는 장치","Includes Carburetors; Fuel Pumps; Engine Fuel Filters; Fuel Controls, Jet Engine; Fuel Primers; Water Injection Controls and Valves; Fuel Valves Fuel Flow Regulators; Components of Smoke Abatement Systems.","항공기 연료탱크(군급 1560 ""항공기 기체 구성품""); 비행중 재급유 계통 연료 구성품(군급 1680 ""기타 항공기 부수품 및 구성품""); 항공기 엔진 또는 미사일 원동기용으로 특수설계되지 않은 연료 계통 구성품","Excludes Aircraft Fuel Tanks (FSC 1560); In-flight Refueling System Fuel Components (FSC 1680). Fuel System Components not specifically designed for use with Aircraft Engines or Missile Prime-movers."
"2920","A","비항공기용 엔진 전기계통 구성품","Engine Electrical System Components, Nonaircraft","","","발전기; 마그네토; 스파크 플러그; 점화 코일; 점화 배전기; 엔진 전압 조절장치; 점화 하네스 조립체; 엔진용 스타팅 모터 [註] ⓐ마그네토:왕복식 엔진의 실린더 내에서 혼합연료를 점화시키기 위해서 불꽃을 발생하는데 사용되는 고압 전기 에너지원 ⓑ점화 하네스:마그네토에서 나오는 고전압을 엔진의 스파크 플러그로 운반하는 데 사용되는 케이블","Includes Generators; Magnetos; Spark Plugs; Ignition Coils; Ignition Distributors; Engine Voltage Regulators; Ignition Harness Assemblies; Starting Motors for Engines.","차량의 조명 설비(군급 6220 ""차량 전등 및 설비"") 및 항공기 발전기(군급 2925 ""항공기용 엔진 전기계통 구성품"")","Excludes Vehicular Lighting Fixtures (FSC 6220) and Aircraft Generators (FSC 2925)."
"2925","A","항공기용 엔진 전기계통 구성품","Engine Electrical System Components, Aircraft Prime Moving","항공기 및 유도탄 원동기용으로 특수설계된 품목은 이 군급에 분류한다","Note-Items designed for specific use on aircraft and guided missile prime movers are to be placed in this FSC.","마그네토; 점화기(스파크 플러그); 점화 코일; 점화 배전기; 엔진 전압 조절장치; 점화 하네스 조립체; 엔진용 스타팅 모터; 엔진 부수(附隨) 발전기","Includes Magnetos; Igniters (Spark Plugs); Ignition Coils; Ignition Distributors; Engine Voltage Regulators; Ignition Harness Assemblies; Starting Motors for Engines; Engine Accessory Generators.","항공기 조명 설비(군급 6220 ""차량 전등 및 설비""); 보조 항공기 발전기(군급 6115 ""전기 발전기 및 발전기 세트"")","Excludes Aircraft Lighting Fixtures (FSC 6220); Auxiliary Aircraft Generators (FSC 6115)."
"2930","A","비항공기용 엔진 냉각계통 구성품","Engine Cooling System Components, Nonaircraft","","","냉각팬; 방열기; 물 펌프; 물 호스 조립체; 엔진 냉각액 필터; 항공기 및 유도탄 원동기를 제외한 모든 엔진 구성품","Includes Cooling Fans; Radiators; Water Pumps; Water Hose Assemblies; Engine Coolant Filters; Components for all Engines except Aircraft and Guided Missile Prime Moving.","",""
"2935","A","항공기 원동기 엔진계통 냉각 구성품","Engine System Cooling Components, Aircraft Prime Moving","이 군급은 항공기 및/또는 유도탄 원동기 전용(專用) 냉각계통 구성품만을 포함한다","Note-This class includes only cooling system components for aircraft and/or guided missile prime movers only.","방열기; 냉각계통 펌프; 물 호스 조립체; 윤활 오일 냉각기 및 조절 밸브; 오일 온도 조절기","Includes Radiators; Cooling System Pumps; Water Hose Assemblies; Lubricating Oil Coolers and Control Valves; Oil Temperature Regulators.","항공기 엔진용으로 특수설계되지 않은 냉각계통 구성품 ","Excludes Cooling System Components not specifically designed for use with Aircraft Engines."
"2940","A","비항공기용 엔진 에어 및 오일필터,여과기,클리너","Engine Air and Oil Filters, Strainers, and Cleaners, Nonaircraft","","","항공기 및 유도탄 원동기를 제외한 모든 엔진 구성품","Includes Components for all Engines except Aircraft and Guided Missile Prime Moving.","엔진용으로 특수설계되지 않은 에어 및 오일필터(군급 4310 ""컴프레서 및 진공펌프"", 4330 ""원심분리기 및 압력 및 진공펌프""), 여과기(군급 4730 ""호스, 파이프, 튜브, 윤활 및 레일 부착물""), 클리너(군급 4310)","Excludes Air and Oil Filters (FSC 4310, 4330), Strainers (FSC 4730) and Cleaners (FSC 4310) not specifically designed for use with engines."
"2945","A","항공기 원동기용 엔진 에어 및 오일필터,클리너","Engine Air and Oil Filters, Cleaners, Aircraft Prime Moving","이 군급에 분류되는 품목은 항공기 또는 유도탄 원동기 전용(專用)으로 설계된 것이어야 한다","Note-Items placed in this FSC should be specifically designed for use on aircraft or guided missile prime movers only.","에어 필터; 오일 필터; 여과기; 클리너","Includes Air Filters; Oil Filters; Strainers; Cleaners.","연료 필터(군급 2915 ""항공기 및 미사일 원동기 엔진 연료계통 구성품""); 엔진 이외 용도로 설계된 품목","Excludes Fuel Filters (FSC 2915); Items designed for other than Engines."
"2950","A","원심 과급기 및 구성품","Turbosupercharger and Components","다른 곳에 분류할 수 없는 모든 원심 과급기 및 그 구성품은 이 군급에 분류한다","Note-All turbosuperchargers and their components not elsewhere classifiable will be classified in this FSC.","원심 과급 조절기; 엔진 원심 과급기 [註] ⓐ원심 과급기:원심 압축기를 사용, 내연기관의 충전효율을 증가시킬 목적으로 흡기(吸氣)를 압송하는 장치","Includes Turbosupercharged Regulators; Engine Turbosuperchargers.","엔진 통합형 과급기(그룹 28 ""엔진, 터빈 및 구성품"")","Excludes Engine Integrated Superchargers (FSG 28)."
"2990","A","비항공기용 기타 엔진 부속품","Miscellaneous Engine Accessories, Nonaircraft","","","엔진 다이나포컬 서스펜션 마운트; 엔진 구동 과급기(엔진 비통합형); 스타터 크랭크; 엔진 스타터 로프; 배기 머플러; 수동 스타터; 에어 덕트 히터; 엔진 조속기(調速機); 흡입 머플러; 연소형 스타터; 항공기 및 유도탄 원동기를 제외한 모든 기타 엔진 부수품 [註] ⓐ조속기:원심작용이나 스프링 하중을 이용하여 원동기의 회전수를 하중의 여하에 관계없이 언제나 일정하게 유지하도록 하는 기기","Includes Engine Dynafocal Suspension Mounts; Engine Driven Superchargers (not integrated with engine); Starter Cranks; Engine Starter Ropes; Exhaust Mufflers; Hand Inertia Starters; Air Duct Heaters; Engine Governors; Intake Mufflers; Combustion Type Starters; Miscellaneous Accessories for all Engines except Aircraft and Guided Missile Prime Moving.","비항공기용 전기 스타터(군급 2920 ""비항공기용 엔진 전기계통 구성품""); 항공기용 전기 스타터(군급 2925 ""항공기용 엔진 전기계통 구성품"")","Excludes Electrical Starters Non-Aircraft (FSC 2920); Aircraft (FSC 2925)."
"2995","A","항공기용 기타 엔진 부속품","Miscellaneous Engine Accessories, Aircraft","이 군급에 분류되는 품목은 항공기 또는 유도탄 원동기 전용(專用)으로 특수설계된 것이어야 한다","Note-Items classified in this class must be specifically designed for use with aircraft or quided missile primemovers only.","엔진 다이나포컬 서스펜션 마운트; 엔진 카울링 마운트; 엔진 장착 컨트롤 조립체; 유압 시동기; 푸시 풀 컨트롤 조립체; 특수설계된 제트엔진 오일, 제빙 및 유압조절기; 밸브 및 펌프; 시동 장치","Includes Engine Dynafocal Suspension Mounts; Engine Cowling Mounts; Engine Mounted Control Assemblies; Pneumatic Starters; Push-Pull Control Assemblies;Specially designed Jet Engine Air, Oil, Anti-icing and Hydraulic Regulators; Valves and Pumps; Starting Units.","배기 계통(군급 1560 ""항공기 기체 구성품""); 제트엔진 유압 저장통(군급 2840 ""항공기 원동기용 가스터빈, 제트엔진 및 구성품""); 제트엔진 오일 탱크(군급 2840); 전기 스타터(군급 2925 ""항공기용 엔진 전기계통 구성품""); 조종실에 장착된 콘트롤 쿼드런트(군급 1680 ""기타 항공기 부수품 및 구성품""); 항공기 엔진 커버(군급 1730 ""항공기 지상지원장비"")","Excludes Exhaust System; (FSC 1560); Jet Engine Hydraulic Reservoirs (FSC 2840); Jet Engine Oil Tanks (FSC 2840); Electrical Starters (FSC 2925); Cockpit Mounted Control Quadrants (FSC 1680); Aircraft Engine Covers (FSC 1730)."
