,참가수,공고번호,공고차수,판단번호,항목번호,입찰명,업무구분,발주기관코드,발주기관,개찰일시,낙찰자(업체코드),낙찰자(상호),낙찰자(영문상호),낙찰자(대표자),낙찰자(연락처),낙찰자(연락처).1,낙찰자(주소),낙찰률, 낙찰금액 
7819,10,MDW0008,1,4641,***,00학교 테니스라켓 등 4종 구매,물품,MDW,국군간호사관학교,2016-03-08 11:00,F2317,건양체육산업,kyonyangsports,오정택,428633409,042-863-3409,"대전광역시 유성구 은구비남로13-0 (지족동, SK허브) 405호",99.6529,"5,280,000"
7821,73,UMM0097,1,4155,***,세척제(총강용) 구매,물품,UMM,국군재정관리단,2016-03-08 11:00,FE043,주식회사 에코비투,ecob2co.ltd,하영임,23532356,02-353-2356,"경기도 고양시 덕양구 삼원로73, 721호(원흥동, 원흥한일윈스타)",87.9957,"78,933,000"
7828,4,SDF0022,1,4240,***,수지틀 액자 등 223종,물품,SDF,제5738부대,2016-03-08 11:00,CF9D7,일월종합상사,BanDojonghapsangsa,최덕준,054-291-5674,054-291-5674,경상북도 포항시 남구 동해안로5934-0 (일월동),81.4303,"19,600,000"
7841,71,SCH0052,2,3319,***,공기흡입관 등 2종,물품,SCH,해군작전사령부,2016-03-08 10:30,GA0A2,주식회사제이지테크원,JGTECHWON INC,김순례,051-796-0420,051-796-0420,"부산광역시 강서구 유통단지1로41, 104동 112호(대저2동, 부산티플렉스)",88.6307,"4,362,980"
7842,168,SCQ0043,1,4362,***,클린징크림 등 30종 구매,물품,SCQ,제9911부대,2016-03-08 10:30,G6FF0,네이쳐 에프에스,nature fs,김성수,1051071856,010-5107-1856,경기도 의정부시 경의로70 (의정부동),88.0415,"5,044,610"
7846,235,SCF0022,1,4735,***,알루미늄 합금판 등 9종,물품,SCF,해군군수사령부,2016-03-08 10:30,ECC72,동우철강(주),dongwoo steel co.,김수근,055-296-7123,055-296-7123,"경상남도 창원시 마산회원구 봉암공단6길75-0 (봉암동, 동우철강)",88.712,"25,795,000"
7848,179,SCQ0038,1,4310,***,면보루 등 31종 구매,물품,SCQ,제9911부대,2016-03-08 10:30,GF3AE,씨엘컴퍼니,CLCOMPANY,최은희,070-7309-5997,070-7309-5997,"경기도 부천시 원미구 삼작로256번길16-0 (도당동, 우남아파트) 나동 102호",88.0058,"7,712,800"
7852,254,SCQ0039,1,4334,***,티꽂이매트 등 16종 구매,물품,SCQ,제9911부대,2016-03-08 10:30,H1F3A,잇사갈,issachar,한기만,312142004,031-214-2004,경기도 수원시 팔달구 정조로791번길7-3 (팔달로2가) ABC빌딩 2층 201호,88.0003,"46,291,253"
7853,38,SCN0032,1,3479,***,부이 샤클 등 2종 구매,물품,SCN,제7001부대,2016-03-08 10:30,F69C0,에이엔디,aandd,진랑근,552237982,055-223-7982,경상남도 창원시 마산합포구 중앙동1가2-10번지,88.0044,"30,511,400"
7858,95,SCF0052,1,4540,***,수중VTR 2SET,물품,SCF,해군군수사령부,2016-03-08 10:30,F0F22,(주)비아이엔씨,"BINC.,CO.LTD.",김여기,7074573900,070-7457-3900,서울특별시 서초구 양재동언남 18길3 (양재동  2층),96.6432,"33,000,000"
7859,11,SCR0011,1,4744,***,와이프올 습윤 세정 타올 등 20종 구매,물품,SCR,해군제3함대사령부,2016-03-08 10:30,E6FF9,오피스디포 목포점,officedepot mokpo,정은실,061-284-5580,061-284-5580,전라남도 목포시 백년대로381 (옥암동),88.1114,"2,059,110"
7860,4,HCL0010,1,4703,***,16-026 소파테이블 등 20종,물품,HCL,공군사관학교,2016-03-08 10:30,B9B8B,예림플러스,yelim plus,임영철,432225851,043-222-5851,충청북도 청주시 청원구 우암로20번길28-1 (우암동),90.9292,"9,324,800"
7861,11,SCR0010,1,4721,***,HOT PLATE 등 7종 구매,물품,SCR,해군제3함대사령부,2016-03-08 10:30,DD94E,신용상사,,주대광,612773711,061-277-3711,전라남도 목포시 연산로17번길 2(),88.0524,"2,253,400"
7863,22,SCN0042,1,4758,***,이륜차 바퀴 등 15종,물품,SCN,제7001부대,2016-03-08 10:30,CE517,경남상사,,허정명,051-338-6138,051-338-6138,경상남도 창원시 진해구 용원로90번길 11-1(),88.5829,"4,163,000"
7865,54,SCN0038,1,4754,***,이동식 충전 앰프 등 2종,물품,SCN,제7001부대,2016-03-08 10:30,H30CC,오픈차이나,Open china,이정호,032-567-8871,032-567-8871,"인천광역시 서구 검암로9번길20-8, 2동 401호(검암동, 신한파크빌3차)",88.0031,"2,908,952"
7868,27,SFG0027,1,4196,***,국자 등 49종,물품,SFG,제9181부대,2016-03-08 10:30,F28D7,조왕스텐,,신인기,29047452,02-904-7452,서울특별시 도봉구 창동632-37 지층,66.0047,"48,999,000"
7890,2,UMM0108,1,3963,***,13-본-국대-01 00학교이전 맨홀뚜껑 3종 제조,물품,UMM,국군재정관리단,2016-03-07 11:00,BA140,종합맨홀스틸산업,Jonghap Manhole Co.,김경호,543360022,054-336-0022,경상북도 영천시 화산면 덕암길 28(),93.2741,"59,895,000"
7893,13,UMM0112,1,3647,***,13-본-국대-01 00학교이전 공조용 소음기 제조,물품,UMM,국군재정관리단,2016-03-07 11:00,B17E2,한국방진방음(주),K.V.C,임칠호,221643663,02-2164-3663,"서울특별시 영등포구 경인로775-0 (문래동3가), 에이스하이테크시티 1동 1604호",88.0461,"55,189,300"
7894,33,SFH0030,1,4062,***,유성매직 등 747품목,물품,SFH,제9196부대,2016-03-07 11:00,GAFEA,카라인터내셔널,KARA INTERNATIONAL,박윤진,070-4323-7631,070-4323-7631,인천광역시 남구 석바위로31-0 (도화동),88.2042,"77,898,280"
7896,5,SFH0028,1,4033,***,흡연 부스 제작설치,물품,SFH,제9196부대,2016-03-07 11:00,H0332,주식회사 유진씨엔씨,"YOO JIN C&C Co.,Ltd",조은진,25841041,02-584-1041,경기도 포천시 가산면 가산로240번길3-1,88.0109,"10,396,400"
7898,6,HDC0008,1,4447,***,쇄석 등 3종(16-026),물품,HDC,공군제1전투비행단,2016-03-07 10:30,GECD1,(주)한일,hanil,김동신,612798502,061-279-8502,전라남도 목포시 용당로225-1 (용당동),98.7844,"15,722,000"
7903,154,SCF0017,1,4345,***,소파 등 15종,물품,SCF,해군군수사령부,2016-03-07 10:30,G8ABB,원경엠앤씨 (M&C),b2bworks,강원효,02-3665-6755,02-3665-6755,"서울특별시 강서구 공항대로39길59-0 (등촌동, 등촌4단지주공영구임대아파트) 105호",88.0272,"8,956,650"
7910,12,SCH0065,1,4237,***,특수선복 구매,물품,SCH,해군작전사령부,2016-03-04 14:00,GDC4D,에이스산업,Ace,이해규,055-545-5414,055-545-5414,"경상남도 창원시 진해구 안청북로42,상가동 201-2호(용원동,녹산현대아파트)",88.0527,"6,881,290"
7912,7,LKG0006,1,3981,***,16년 현역 및 보충역 군장품 구매,물품,LKG,육군제53보병사단,2016-03-04 11:30,F5F1F,파시온,Pasion,도민정,010-2514-3877,010-2514-3877,부산광역시 금정구 기찰로69 (부곡동),88.3073,"25,519,504"
7913,7,LDH0150,1,3696,***,스폰지등42종구매,물품,LDH,육군종합정비창,2016-03-04 11:30,H34E7,오상푸드시스템,ohsang food system,김경미,054-971-4264,054-971-4264,경상북도 칠곡군 동명면 백송로829-0,88.2837,"14,859,600"
7914,3,LDH0149,1,3693,***,늄합금봉등14종구매,물품,LDH,육군종합정비창,2016-03-04 11:30,E6419,주식회사 우경엔텍,"WOO KYUNG METAL CO.,LTD",박순성,513132340,051-313-2340,부산광역시 사상구 학감대로177번길19(학장동),89.5951,"3,635,060"
7915,3,LDH0148,1,3689,***,마사각강등48종구매,물품,LDH,육군종합정비창,2016-03-04 11:30,DFDAF,(주)종로인더스트리,"JONG RO INDUSTRY Co.,Ltd.",노종헌,513271811,051-327-1811,부산광역시 사상구 새벽로 130(),88.6649,"6,982,800"
7917,2,LDH0145,1,3682,***,알미늄봉등6종구매,물품,LDH,육군종합정비창,2016-03-04 11:30,DFDAF,(주)종로인더스트리,"JONG RO INDUSTRY Co.,Ltd.",노종헌,513271811,051-327-1811,부산광역시 사상구 새벽로 130(),88.2857,"7,976,320"
7918,3,LDH0143,1,3679,***,고무판등9종구매,물품,LDH,육군종합정비창,2016-03-04 11:30,H34E7,오상푸드시스템,ohsang food system,김경미,054-971-4264,054-971-4264,경상북도 칠곡군 동명면 백송로829-0,89.4502,"15,173,700"
7924,8,UAC0011,1,3865,***,"화인코트지, 모조지 구매",물품,UAC,국방출판지원단,2016-03-04 11:00,ACC15,세풍지업상사,,정헌화,426278333,042-627-8333,대전광역시 동구 태전로 56-9(),77.0507,"39,054,972"
7927,32,EHD0001,1,8A100,***,태극마크,물품,EHD,물자계약팀,2016-03-04 11:00,H2F21,주식회사 킴블스,Kimbulls Inc.,송종환,269598559,02-6959-8559,서울특별시 강서구 국회대로7길63-0 (화곡동),84.7204,"600,758,879"
7928,8,MCS0016,1,4039,***,형광램프외 61종 구매,물품,MCS,국방부계룡대근무지원단,2016-03-04 10:30,H3A57,주식회사 에스제이상사,(wn)dptmwpdltkdtk,한이수,422841390,042-284-1390,"충청남도 계룡시 계룡대로325, 107-1호(금암동, 씨티타워)",60.9389,"34,670,000"
7933,490,SDG0007,1,4055,***,수지 액자 등 692종 구매,물품,SDG,제2002부대,2016-03-04 10:30,G0185,발해,BALHEA,장재용,319873069,031-987-3069,"서울특별시 구로구 구로중앙로229-0 (구로동, 월드아파트지층54호,55호)",88.0049,"12,030,310"
7935,611,SDG0005,1,4002,***,광컨버터 등 120종 구매,물품,SDG,제2002부대,2016-03-04 10:30,D27AE,조광전기,jo kwang electric,임주석,051-313-7083,051-313-7083,부산광역시 사상구 새벽시장로45번길 53-25(),88.0037,"14,931,000"
7936,10,UMM0092,1,3768,***,담금세정제 등 9종 제조,물품,UMM,국군재정관리단,2016-03-04 10:30,C9491,태흥주방산업(주),TAE HEUNG KITCHEN INDUSTRY,박근철,032-584-5741,032-584-5741,"인천광역시 서구 건지로97번길33-37 (석남동, 태흥주방산업(주))",88.2359,"55,640,000"
7940,15,LCF0034,1,3390,***,"고임쇠,철제,소형 등 5항목 구매(물자)",물품,LCF,육군군수사령부,2016-03-03 14:30,3512F,협신정밀,HYUPSHIN PRECISION CO.,김재풍,051-304-6886,051-304-6886,"부산광역시 사상구 모라동707-20,21",88.0067,"24,530,800"
7941,32,LCF0036,1,3399,***,"세척제,일반목적용(20Kg) 1항목 구매(물자)",물품,LCF,육군군수사령부,2016-03-03 14:30,5254F,그린바이오켐,green environment,이영호,415817740,041-581-7740,충청남도 천안시 동남구 성남면 석곡3길60-14,88.1296,"36,525,700"
7954,290,SFM0025,1,4042,***,부직포 구매,물품,SFM,제3170부대,2016-03-03 10:30,E5067,동명상사,Dongmyung Trading Co.,김명희,314533907,031-453-3907,"경기도 군포시 금산로13, 4층 오피스밸리 485호",88.0586,"37,978,000"
7956,290,SFM0023,1,4036,***,플라스틱 파레트 구매,물품,SFM,제3170부대,2016-03-03 10:30,H3387,유정인베스트,YUJEONGINVEST,한기춘,318866608,031-886-6608,경기도 여주시 세종로58번길15-0 (창동),88.0136,"41,167,204"
7957,281,SFM0022,1,4034,***,저장대 구매,물품,SFM,제3170부대,2016-03-03 10:30,EED66,윤미디어,YUNMEDIA,정지하,070-4067-3575,070-4067-3575,경기도 고양시 일산서구 가좌동1089 가좌마을2단지 203-206,88.0032,"32,137,200"
7967,149,SCF0041,1,3613,***,유도등 1종,물품,SCF,해군군수사령부,2016-03-03 10:30,GF32A,모이스텍,MOOISTEC,이용범,010-2221-9448,010-2221-9448,서울특별시 영등포구 대림로12가길8 (대림동)2층 201호,87.9978,"105,348,705"
7970,3,SDQ0003,1,3554,***,"잉곳,주석-청동용 등 6종",물품,SDQ,해군제2수리창,2016-03-02 14:00,C6E84,지니종합상사,Ziny Company,장향옥,070-4323-1700,070-4323-1700,경기도 평택시 포승읍 평택항로503-0,91.8718,"32,478,000"
7972,19,LDH0153,1,3789,***,액상황산알루미늄등12종구매,물품,LDH,육군종합정비창,2016-03-02 11:30,5219F,삼일이화학상사,samillee,최종열,552324011,055-232-4011,경상남도 창원시 마산회원구 내서읍 중리공단로 183(),88.3113,"20,256,500"
7973,3,LDH0151,1,3735,***,도장기(완성장비용)컨베이어 PLC CPU 등 7종 구매,물품,LDH,육군종합정비창,2016-03-02 11:30,H3822,주시회사 제이엠텍,"JM Tech Co,, Ltd.",김우곤,055-259-5270,055-259-5270,경상북도 구미시 오태8길51-10 (오태동),88.1823,"8,168,500"
7974,3,HCF0007,1,3415,***,종이타올,물품,HCF,공군군수사령부,2016-03-02 11:00,DB7F7,유한크린텍,YUHANCIEANTECH,우해연,031-665-0547,031-665-0547,"경기도 평택시 진위면 야막안길53-5,  1동",75.9071,"25,722,396"
7981,69,SFD0036,1,4051,***,축성재료(사낭등 8종),물품,SFD,제9227부대,2016-03-02 11:00,G249C,푸른S&C,PURUN S&C,정교탁,542865004,054-286-5004,경상북도 포항시 남구 연일읍 동문로92-0,88.0063,"26,155,000"
7991,7,SDF0018,1,3506,***,도어록 등 31종,물품,SDF,제5738부대,2016-03-02 11:00,E5D61,연천종합물산,연천종합물산,양재석,542810909,054-281-0909,경상북도 포항시 남구 대송면 제내길53번길21-0,72.9402,"7,437,000"
7992,6,SDF0017,1,3429,***,플라스틱 소변컵 등 169종,물품,SDF,제5738부대,2016-03-02 11:00,D5F9A,티엠이바이오 주식회사,TaeMyung Medical Corp.,권기문,02-2619-8861,02-2619-8861,"경기도 광명시 광명로371-0, 2층(노온사동)",90.1338,"64,000,000"
7995,3,SDF0014,1,3366,***,덴티안 미러핸들 등 152종,물품,SDF,제5738부대,2016-03-02 11:00,D5F9A,티엠이바이오 주식회사,TaeMyung Medical Corp.,권기문,02-2619-8861,02-2619-8861,"경기도 광명시 광명로371-0, 2층(노온사동)",91.5667,"9,700,000"
7998,4,HCC0025,1,3492,***,개스켓 등 64품목,물품,HCC,해군제1수리창,2016-03-02 10:30,E68A5,삼동유통상사,SAMDONGYUTONGSANGSA,김성준,033-521-7680,033-521-7680,강원특별자치도 동해시 동해대로5054 (효가동),80.6045,"30,628,000"
7999,116,SCF0015,1,3972,***,땜질 합금.은제 등 12종,물품,SCF,해군군수사령부,2016-03-02 10:30,DFDAF,(주)종로인더스트리,"JONG RO INDUSTRY Co.,Ltd.",노종헌,513271811,051-327-1811,부산광역시 사상구 새벽로 130(),94.3191,"16,967,500"
8002,16,SCP0039,1,3747,***,홀컵 등 19종 구매,물품,SCP,제8385부대,2016-03-02 10:30,CAAB4,강원상사,KWANG WON,김동국,332422612,033-242-2612,강원특별자치도 춘천시 남춘로17-0 (퇴계동),88.0385,"5,461,000"
8003,51,SCH0039,2,2673,***,배출호스 등 124종,물품,SCH,해군작전사령부,2016-03-02 10:30,CE517,경남상사,,허정명,051-338-6138,051-338-6138,경상남도 창원시 진해구 용원로90번길 11-1(),92.5625,"32,597,000"
8004,4,MCS0014,1,3962,***,면도날 등 47종 구매,물품,MCS,국방부계룡대근무지원단,2016-03-02 10:30,GAA7B,계룡상사,gyeryong shosha,이점순,042-841-4400,042-841-4400,충청남도 계룡시 엄사면 전원2길47-19,96.9405,"2,868,330"
8015,6,SFG0022,1,3286,***,약기 등 5종,물품,SFG,제9181부대,2016-03-02 10:30,A4BF1,동영산업,Dong young Industrial co.,정구택,24630611,02-463-0611,"서울특별시 중랑구 신내역로111,817호(신내동SKV1센터)",56.2881,"8,329,200"
8017,3,SCL0010,1,3585,***,화강석(황등석) 8종 제조,물품,SCL,해군사관학교,2016-03-02 10:30,E1E4E,형제석재조경,brotherstone,김예순,419353568,041-935-3568,충청남도 보령시 웅천읍 충서로977-28,91.7381,"37,140,000"
8018,4,SCH0050,1,3300,***,해류유속계 등 8종,물품,SCH,해군작전사령부,2016-03-02 10:30,G7915,주식회사 청우,choongnamjoosun,최재경,415348804,041-534-8804,강원특별자치도 영월군 주천면 금마리377-1,91.5143,"21,945,000"
8019,5,SCH0044,2,2798,***,풀페이스 마스크 등 8종,물품,SCH,해군작전사령부,2016-03-02 10:30,GA0A2,주식회사제이지테크원,JGTECHWON INC,김순례,051-796-0420,051-796-0420,"부산광역시 강서구 유통단지1로41, 104동 112호(대저2동, 부산티플렉스)",88.4826,"35,212,000"
8023,257,LPF0008,1,3578,***,예비군부대 일반물자 구매,물품,LPF,제51보병사단,2016-02-29 13:30,G8DC4,대일종합상사,daeil,윤남곤,1023194208,010-2319-4208,경기도 부천시 소향로11-0 (상동),88.0232,"43,035,600"
8024,4,LPC0002,1,3881,***,플러스펜 등 14종 구매,물품,LPC,제25보병사단,2016-02-29 11:30,GADBC,캠핑아미고,campingamigo,심형섭,7077880896,070-7788-0896,"경기도 양주시 옥정동로10 (옥정동, e편한세상 옥정 메트로포레)1923동2003호",90.1096,"12,785,700"
8025,3,LCG0008,1,3075,***,시추공 매몰방지용 자재(PVC) 제조구매,물품,LCG,육군본부,2016-02-29 11:00,CFC83,주식회사 유영,"YOUYOUNG  Co., Ltd.",진혜경,553361551,055-336-1551,경상남도 김해시 분성로569번길 21(경상남도 김해시 분성로569번길 21),92.2431,"30,965,300"
8028,38,SFD0031,1,3884,***,체력단련장 골프용품(티꽂이등 23품목),물품,SFD,제9227부대,2016-02-29 11:00,D73D5,정수프라자,jsplaza,정차용,542815115,054-281-5115,경상북도 포항시 남구 상도로5 (상도동)  1층,88.0179,"10,889,300"
8029,50,SFD0030,1,3883,***,체력단련장 줄자등 51품목,물품,SFD,제9227부대,2016-02-29 11:00,GE3BF,에스제이컴퍼니,sj company,임희경,010-7449-8589,010-7449-8589,"경상북도 영천시 시장로75-0 (완산동, 영천공설시장)",88.007,"5,728,290"
8040,33,UMM0084,1,3177,***,육군 부대기(11종) 제조,물품,UMM,국군재정관리단,2016-02-29 11:00,F5883,유한회사 한빛기업,hanbit,박미경,622518500,062-251-8500,"광주광역시 북구 양일로168-10, 비동 1층(양산동)",87.9993,"84,296,000"
8048,11,MDS0003,1,3839,***,1/4분기 안테나 제작 소요자재 제조 구매,물품,MDS,제3707부대,2016-02-29 10:30,D245E,세일상사,SEIL COMMERCIAL.CO.,임흥수,316828502,031-682-8502,"경기도 평택시 포승읍 평택항로517, A동6호",88.5699,"41,742,400"
8049,260,SFG0023,1,3835,***,스터비 라쳇핸들 등 469종,물품,SFG,제9181부대,2016-02-29 10:30,H1C5D,명원사,MyungWon-Sa,권광숙,010-4059-1782,010-4059-1782,"인천광역시 계양구 효서로417-0  104/602(서운동, 계양임광그대가)",88.0025,"30,115,200"
8050,72,SCF0037,1,3802,***,"봉합재, 전구용 등 3종",물품,SCF,해군군수사령부,2016-02-29 10:30,H482B,케이-부영,K-BU YOUNG,이성섭,051-302-0930,051-302-0930,부산광역시 사상구 낙동대로1318번길36-0 (삼락동),88.0782,"7,718,600"
8052,36,SCF0035,1,3794,***,수전용 리셉터클 등 12종,물품,SCF,해군군수사령부,2016-02-29 10:30,F1957,KE테크,KE TECH,김광진,512616512,051-261-6512,부산광역시 강서구 유통단지1로50-0 (대저2동),99.5351,"5,236,000"
8053,54,SCF0031,1,3772,***,램프 등 7종,물품,SCF,해군군수사령부,2016-02-29 10:30,CAAB4,강원상사,KWANG WON,김동국,332422612,033-242-2612,강원특별자치도 춘천시 남춘로17-0 (퇴계동),98.814,"10,114,000"
8055,37,SCF0029,1,3759,***,보상기 등 2종,물품,SCF,해군군수사령부,2016-02-29 10:30,H3060,한국데이터기술 주식회사,KOREA D&T,강민철,02-2157-1785,02-2157-1785,서울특별시 송파구 충민로66-0 (문정동) Y-9154호 가든파이브라이프,88.0797,"2,821,082"
8058,197,MCT0007,1,3568,***,축구부운동용품(트레이닝화등 2품목),물품,MCT,국군체육부대,2016-02-29 10:30,D4F3F,미성종합체육산업 주식회사,Misungsports,전옥녀,222529191,02-2252-9191,서울특별시 중구 을지로 294(),88.1202,"13,383,760"
