적용장비,적용장비,승인일자,예산구분코드,규격종류명,예산구분명,품보형태,군부분명,납기,납지순위,수량,납지,항목번호,군급,품명,군구분,국가품목식별번호,단가,부품번호,조달요구번호,참조번호,규격종류,규격번호,재고번호형태부호,금액,단위
 , , ,A1, , ,소요군검사,육군,20161031,001,1,5000060675,***,0000,전동카트,MB,A00000000,90000000, ,MB201635021A001, , , , ,90000000,YE
 , , ,C1, , ,단순품질보증형(I형),국직,20161225,001,556,1000000223,***,1111,높낮이조절 책상,TM,000000001,120000, ,TM201636253A001, , ,규격서 참조, ,66720000,EA
 , , ,A1, , ,소요군검사,육군,20161227,001,1,5000052661,***,1234,변환장비,MB,201611030,89250000, ,MB201635788A001, , , , ,89250000,YE
 , , ,A1, , ,소요군검사,육군,20210331,001,1,5000052661,***,1234,모니터 장비,MB,201611031,273212640, ,MB201635650A001, , , , ,273212640,YE
 , , ,A1, , ,소요군검사,육군,20161101,001,1,5000053327,***,0000,체력진단시스템,MB,000000000,91850000, ,MB201635256A001, , , , ,91850000,YE
 , , ,A1, , ,소요군검사,육군,20161223,001,1,5000052661,***,1234,상용SW,MB,201611030,203445200, ,MB201635786A001, , , , ,203445200,YE
 , , ,A1, , ,단순품질보증형(I형),육군,20161223,001,1,5000013391,***,0000,물자정비재료,MB,000000000,182100300, ,MB201635265A001, , , , ,182100300,AC
 , , ,A1, , ,자율품질보증형(Ⅱ형),국직,20161226,001,1,7000012046,***,7025,울템용 3D 프린터,TM,016415458,437242000, ,TM201635022A001, , ,장비본체 PC  세척기 , ,437242000,EA
 , , ,A1, , ,공급자 1년 보증형태,해군,20161107,001,1,6000006164,***,0000,아일리 점안액 0.8ml 등 23종,MP,000000000,39967970, ,MP201636266A001, , , , ,39967970,EA
 , , ,A1, , ,공급자 1년 보증형태,해군,20161107,001,1,6000006164,***,0000,electrode Na 등 18종,MP,000000000,14141000, ,MP201636251A001, , , , ,14141000,EA
 , , ,A1, , ,공급자 1년 보증형태,해군,20161102,001,1,6000002285,***,0000,워킹 만보계,MP,000000000,500000, ,MP201635533A001, , , , ,500000,YE
 , , ,A1, , ,공급자 1년 보증형태,해군,20161101,001,2,6000002109,***,7110,테이블,MP,373001036,385000, ,MP201635306A001, , , , ,770000,EA
 , , ,A1, , ,소요군검사,90통신단,20161221,001,1,2000006539,***,0000,다채널 송수신 결합기 등,M0,201600047,90000000, ,M0201636534A001, , , , ,90000000,YE
 , , ,A1, , ,단순품질보증형(I형),육군,20161209,001,1,5000082614,***,0000,회의용테이블,MB,000000000,10100000, ,MB201636715A001, , , , ,10100000,EA
 , , ,A1, , ,단순품질보증형(I형),육군,20161209,001,1,5000082614,***,0000,의료기재,MB,000000000,22955410, ,MB201636713A001, , , , ,22955410,EA
 , , ,A1, , ,단순품질보증형(I형),육군,20161209,001,1,5000082614,***,0000,공구,MB,000000000,36492460, ,MB201636358A001, , , , ,36492460,EA
 , , ,A1, , ,소요군검사,육군,20161110,001,1,5000030741,***,0000,화면체계,MB,000000001,32176000, ,MB201637106A001, , , , ,32176000,UT
 , , ,A1, , ,소요군검사,육군,20161220,001,1,5000052641,***,1234,라벨,MB,201611070,44999000, ,MB201636215A001, , , , ,44999000,YE
 , , ,A1, , ,단순품질보증형(I형),육군,20161216,001,184603,5000064641,***,8105,"봉투,대,장교피복 판매용",MB,371806207,60, ,MBKLSI16400024, , , , ,11076180,EA
 , , ,A1, , ,소요군검수,육군,20161107,001,1,5000055564,***,1111,전산용품,MB,999999999,33739580, ,MB201636260A001, , , , ,33739580,YE
 , , ,A1, , ,소요군검수,해군,20161109,001,1,6000001184,***,1111,수정테이프 등 148종 구매,MP,000000000,1124810, ,MP201636801A001, , , , ,1124810,YE
 , , ,A1, , ,소요군검수,해군,20161109,001,1,6000019501,***,1111,프레임 그래버 3EA 구매,MP,000000000,6534000, ,MP201636796A001, , , , ,6534000,YE
42140101,발전기 CUMMINS 150KW , ,A1, , ,소요군검수,해군,20161212,000,8,6000006312,***,2815,"태핏,엔진 포핏 밸브용",MP,014409762,31700, ,MPN16047880001, , , , ,253600,EA
 , , ,A1, , ,소요군검사,해군,20161111,001,1,6000006003,***,1234,재생토너 29EA 구매,MP,000000000,1127520, ,MP201637243A001, , , , ,1127520,YE
 , , ,A1, , ,소요군검사,해군,20161111,001,1,6000006013,***,1234,왕벚나무 등 4종 구매,MP,000000000,2661580, ,MP201637238A001, , , , ,2661580,YE
43230104,"온수가열기 3,200L", ,A1, , ,소요군검수,해군,20161125,000,1,6000006312,***,4520,전기 히터,MP,37Y005017,1488000, ,MPN16045420001, , , , ,1488000,EA
 , , ,A1, , ,소요군검사,국직,20161223,001,1,2000000565,***,3568,훈련용 소모품세트,TM,78R478478,12255540, ,TM201637202A001, , , , ,12255540,YE
 , , ,A1, , ,소요군검수,합동군사대학교,20161212,001,1,2000010250,***,1111,16-시설자재 114종 구매,NF,111111111,28307950, ,NF201637176A001, , , , ,28307950,YE
 , , ,A1, , ,소요군검수,해군,20161109,001,1,6000019492,***,9999,블루패널,MP,000000001,2860000, ,MP201636687A001, , , , ,2860000,UN
 , , ,A1, , ,소요군검수,해군,20161108,001,1,6000000533,***,9999,LED 실내조명등,MP,000000001,5010580, ,MP201636599A001, , , , ,5010580,YE
 , , ,A1, , ,소요군검수,해군,20161110,001,1,6000020149,***,0000,복사용지 등 17종,MP,000000000,2650900, ,MP201637042A001, , , , ,2650900,YE
 , , ,U0, , ,소요군검수,해군,20161110,001,1,6000020161,***,0000,안전모 등 23종,MP,000000000,960000, ,MP201637044A001, , , , ,960000,YE
 , , ,U0, , ,소요군검수,해군,20161110,001,1,6000019521,***,0000,전선릴 등 193종,MP,000000000,12342620, ,MP201637059A001, , , , ,12342620,YE
 , , ,A1, , ,소요군검수,해군,20161130,001,1,6000000793,***,2002,청면테이프 등 79종,MP,000000000,667900, ,MP201637071A001, , , , ,667900,YE
 , , ,A1, , ,소요군검수,해병,20161216,001,1,6000019037,***,0000,사각삽 등 5품목,MW,000000000,5000920, ,MW201636976A001, , , , ,5000920,YE
 , , ,A1, , ,소요군검수,육군,20161212,001,1,5000053945,***,0000,축사탄결합대 등 7건,MB,NCO000066,23700000, ,MB201637283A001, , , , ,23700000,EA
 , , ,A1, , ,소요군검사,육군,20161125,001,1,5000017467,***,2161,접이식테이블등3종,MB,AAD121315,9210000, ,MB201637280A001, , , , ,9210000,YE
 , , ,A1, , ,소요군검사,해군,20161223,000,20,6000005952,***,8415,대테러 흑복 야전상의,MP,37Y250199,160000, ,MPN16044780001, , , , ,3200000,SH
 , , ,A1, , ,소요군검사,육군,20161111,001,1,5000019246,***,0000,의자,MB,A00000000,29920000, ,MB201637219A001, , , , ,29920000,YE
 , , ,A1, , ,소요군검수,국직,20161216,001,1,2000000451,***,0000,전자칠판,TM,201611071,26250000, ,TM201636176A001, , , , ,26250000,YE
 , , ,A1, , ,표준품질보증형(Ⅲ형),해군,20170228,000,10,6000003839,***,5805,"다이얼,전화기용",MP,375023946,24900, ,MPN16047300001, , , , ,249000,EA
 , , ,A1, , ,소요군검수,해군,20161111,001,1,6000015201,***,0000,결재판 등 54품목,MP,000000000,1908800, ,MP201637166A001, , , , ,1908800,YE
 , , ,A1, , ,소요군검사,육군,20161110,001,1,5000053971,***,0000,보수장비,MB,A00000000,29200000, ,MB201600692E001, , , , ,29200000,YE
 , , ,A1, , ,소요군검사,육군,20161110,001,1,5000053971,***,0000,교육비품,MB,A00000000,26093850, ,MB201636989A001, , , , ,26093850,YE
 , , ,A1, , ,소요군검사,육군,20161110,001,1,5000053971,***,0000,의무장비 운영 소모품 21종,MB,A00000000,18852890, ,MB201636984A001, , , , ,18852890,YE
 , , ,A1, , ,소요군검수,해병,20161111,001,1,6000002872,***,0000,판금망치 등 166종,MW,000000000,5352690, ,MW201637119A001, , , , ,5352690,YE
 , , ,U0, , ,소요군검수,해병,20161111,001,1,6000002872,***,0000,군용 리포트 화일 등 65종,MW,000000000,1051500, ,MW201637118A001, , , , ,1051500,YE
 , , ,A1, , ,소요군검수,해병,20161111,001,1,6000002872,***,0000,양지다이어리 등 37종,MW,000000000,322900, ,MW201637117A001, , , , ,322900,YE
 , , ,U0, , ,소요군검수,해병,20161111,001,1,6000002872,***,0000,방수용 식탁보 등 2종,MW,000000000,21944000, ,MW201637277A001, , , , ,21944000,YE
 , , ,A1, , ,소요군검사,육군,20161109,001,1,5000028869,***,0000,무인경계시스템 카메라 설치납품,MB,A00000000,54300000, ,MB201636779A001, , , , ,54300000,YE
 , , ,A1, , ,표준품질보증형(Ⅲ형),해군,20170228,000,10,6000003839,***,7810,벤치프레스,MP,37Y994236,640000, ,MPN16046700001, , , , ,6400000,EA
 , , ,A1, , ,표준 품질 보증형태,해병,20161130,001,1,6000008618,***,0000,모닝 타이어 등 28종,MW,000000001,25000000, ,MW201636506A001, , , , ,25000000,YE
40100201,헬기구축함-Ⅱ(DDH Ⅱ), ,A1, , ,단순품질보증형(I형),해군,20161118,000,12,6000009006,***,4710,"튜브,금속제",MP,005422894,88000, ,MPN16046400001, , , , ,1056000,MR
 , , ,A1, , ,소요군검사,해군,20170228,001,40,6000006579,***,8405,월동파카(헌병),MP,37A167848,180000, ,MPUPLA16200137, , ,사양서, ,7200000,PR
 , , ,A1, , ,소요군검수,국직,20161206,001,30,2000000317,***,6505,노스판 패취 5㎍/h,TM,KJJ000002,20102, ,TM201635907A001, , , , ,603060,BX
 , , ,A1, , ,소요군검사,육군,20161109,001,1,5000028869,***,0000,경계용CCTV 설치납품,MB,A00000000,33192000, ,MB201636785A001, , , , ,33192000,YE
 , , ,A1, , ,소요군검사,육군,20161109,001,1,5000028869,***,0000,탄약고 CCTV 설치납품,MB,A00000000,38040000, ,MB201636782A001, , , , ,38040000,YE
 , , ,A1, , ,소요군검사,육군,20161109,001,1,5000028869,***,0000,무인경계시스템 카메라 설치납품,MB,A00000000,54300000, ,MB201636779A001, , , , ,54300000,YE
 , , ,A1, , ,소요군검사,육군,20161110,001,1,5000030676,***,0000,축전지,MB,000000001,10115430, ,MB201637089A001, , , , ,10115430,UT
 , , ,U0, , ,소요군검수,해군,20161104,001,1,6000000193,***,0000,파병티셔츠 등 30종,MP,000000000,38500000, ,MP201636119A001, , , , ,38500000,YE
 , , ,A1, , ,소요군검수,공군,20171130,001,1,7000000029,***,0000,오리고기등51종,MD,NL0000000,1000000, ,MD201636766A001, , , , ,1000000,EA
 , , ,A1, , ,소요군검수,국군간호사관학교,20161108,001,1,2000001513,***,0000,상용SW,NC,000000000,15242000, ,NC201636602A001, , , , ,15242000,YE
 , , ,A1, , ,소요군검수,육군,20161216,001,1,5000002773,***,1111,도서,MB,A11111111,19360000, ,MB201637001A001, , , , ,19360000,EA
 , , ,A1, , ,단순품질보증형(I형),육군,20161110,001,1,5000026335,***,1111,00부대 직할부대 안전휀스 설치납품(3개소),MB,A00000001,31074900, ,MB201637114A001, , , , ,31074900,YE
 , , ,A1, , ,소요군검사,육군,20161108,001,1,5000064759,***,0000,회전노즐 등 146종 구매,MB,A00000000,60119980, ,MB201636466A001, , , , ,60119980,EA
 , , ,U0, , ,소요군검사,육군,20161206,001,1,5000053327,***,0000,학년장류,MB,000000000,20944400, ,MB201636733A001, , , , ,20944400,YE
 , , ,A1, , ,소요군검사,육군,20161130,001,1,5000053327,***,0000,교육재료,MB,000000000,7209550, ,MB201636668A001, , , , ,7209550,YE
 , , ,A1, , ,소요군검수,육군,20161216,001,1,5000054105,***,0001,전산용품,MB,KCTC11101,46450000, ,MB201636949A001, , , , ,46450000,YE
 , , ,C1, , ,소요군검수,육군,20161130,001,1,5000054105,***,0001,소모품,MB,KCTC11102,14485400, ,MB201636951A001, , , , ,14485400,YE
 , , ,U0, , ,소요군검사,육군,20161130,001,1,5000053327,***,0000,일용품류,MB,000000000,17228200, ,MB201636670A001, , , , ,17228200,YE
 , , ,U0, , ,소요군검사,육군,20161223,001,1,5000053327,***,0000,생도셔츠,MB,000000000,18978300, ,MB201636644A001, , , , ,18978300,YE
 , , ,U0, , ,소요군검사,육군,20161202,001,1,5000053327,***,0000,동계잠옷,MB,000000000,13200000, ,MB201636636A001, , , , ,13200000,YE
 , , ,A1, , ,소요군검사,육군,20161209,001,1,5000053327,***,0000,정비재료,MB,000000000,15154500, ,MB201636679A001, , , , ,15154500,YE
 , , ,A1, , ,소요군검사,육군,20161108,001,1,5000064759,***,0000,회로카드시험기 등 1종 구매,MB,A00000000,52000000, ,MB201636529A001, , ,1, ,52000000,EA
 , , ,A1, , ,소요군검사,육군,20161108,001,1,5000064759,***,0000,온도센서 등 167종 구매,MB,A00000000,59601850, ,MB201636477A001, , , , ,59601850,EA
 , , ,A1, , ,소요군검사,육군,20161108,001,1,5000064759,***,0000,유압필터 등 31종 구매,MB,A00000000,22887190, ,MB201636472A001, , , , ,22887190,EA
 , , ,A1, , ,소요군검사,육군,20161208,001,1,5000200956,***,1111,COD분석기 등 5품목,MB,A00000000,42955000, ,MB201635078A001, , , , ,42955000,YE
 , , ,A1, , ,소요군검사,육군,20161108,001,1,5000000759,***,0000,병영도서,MB,N00000000,14080000, ,MB201636440A001, , , , ,14080000,YE
 , , ,A1, , ,소요군검사,육군,20161130,001,1,5000026314,***,0000,혼합골재,MB,LFN000000,39400000, ,MB201636623A001, , , , ,39400000,YE
 , , ,A1, , ,소요군검수,육군,20161108,001,1,5000029764,***,0000,aaaaaaaaaaaaa,MB,AAAAAAAAA,25000000, ,MB201636502A001, , , , ,25000000,AB
 , , ,A1, , ,단순품질보증형(I형),육군,20161110,001,1,5000026335,***,1111,차기다련장 2차 시설공사 방송설비 제조 설치납품,MB,A00000001,27488400, ,MB201637112A001, , , , ,27488400,YE
 , , ,A1, , ,소요군검사,국직,20161103,001,1,2000001467,***,0000,가구,TM,NSN000000,9477800, ,TM201635753A001, , , , ,9477800,UT
 , , ,A1, , ,소요군검수,육군,20161122,001,910,5000000002,***,1234,노트묵용 SSD,MB,123456789,115000, ,MB201635662A001, , , , ,104650000,UN
 , , ,A1, , ,소요군검사,90통신단,20161214,001,1,2000006539,***,0000,무선 계측기 등,M0,201600045,65000000, ,M0201635763A001, , , , ,65000000,YE
 , , ,A1, , ,소요군검사,국직,20161103,001,1,2000001467,***,0000,교재교구,TM,NSN000000,14889500, ,TM201635756A001, , , , ,14889500,UT
 , , ,A1, , ,소요군검사,국직,20161103,001,1,2000001467,***,0000,운동기구,TM,NSN000000,10783600, ,TM201635755A001, , , , ,10783600,UT
 , , ,A1, , ,소요군검사,국직,20161103,001,1,2000001467,***,0000,가구,TM,NSN000000,9477800, ,TM201635753A001, , , , ,9477800,UT
 , , ,A1, , ,소요군검수,해군,20161205,001,1,6000005768,***,0000,컷팅안전 방안자 등 155종 ,MP,111111111,2262300, ,MP201636577A001, , , , ,2262300,YE
 , , ,A1, , ,소요군검사,육군,20161130,001,1,5000018371,***,0037,16년 병영도서관 신간 도서 구매,MB,B65434313,22880000, ,MB201636737A001, , , , ,22880000,YE
 , , ,A1, , ,소요군검사,육군,20161216,001,1,5000054210,***,0000,스탠딩 책상,MB,YJS142611,25575000, ,MB201636826A001, , , , ,25575000,EA
 , , ,A1, , ,단순품질보증형(I형),공군,20161130,001,50,7000001387,***,5680,무전극안정기,MD,37ZF48346,130000, ,MDE163055709279, , , , ,6500000,EA
 , , ,A1, , ,표준품질보증형(Ⅲ형),육군,20161109,001,1,5000033365,***,0000,전산용품,MB,000000000,17356000, ,MB201636790A001, , , , ,17356000,YE
 , , ,A1, , ,소요군검수,해병,20161109,001,1,6000002872,***,0000,배터리 등 2종,MW,000000000,5610000, ,MW201636775A001, , , , ,5610000,YE
 , , ,A1, , ,소요군검수,해병,20161216,001,1,6000005048,***,0000,실린더 해드 가스켓 등 32종,MW,S11111111,12108600, ,MW201636742A001, , , , ,12108600,YE
 , , ,U0, , ,소요군검수,해병,20161109,001,1,6000002872,***,0000,화이트보드 등 138종,MW,000000000,2103300, ,MW201636771A001, , , , ,2103300,YE
 , , ,A1, , ,소요군검수,국직,20161205,001,1,2000000317,***,0000,레바화일 외 91종,TM,12345M678,4007160, ,TM201636763A001, , , , ,4007160,YE
 , , ,A1, , ,소요군검사,육군,20161109,001,1,5000036129,***,6500,BATTERY0000,MB,BATTERY00,14622000, ,MB201636726A001, , , , ,14622000,YE
 , , ,A1, , ,소요군검수,해군,20161108,001,1,6000019505,***,1111,방안자 등 418종 구매,MP,000000000,724600, ,MP201636591A001, , , , ,724600,YE
 , , ,A1, , ,소요군검수,해군,20161108,001,1,6000013417,***,1111,가위 등 76종 구매,MP,000000000,4918350, ,MP201636588A001, , , , ,4918350,YE
 , , ,A1, , ,소요군검수,해군,20161108,001,1,6000002361,***,1111,안테나케이블 등 243종 구매,MP,111111111,5821200, ,MP201636550A001, , , , ,5821200,YE
 , , ,A1, , ,소요군검수,해군,20161130,001,1,6000000981,***,2002,멤브레인필터,MP,000000000,18700000, ,MP201636556A001, , , , ,18700000,YE
 , , ,A1, , ,소요군검수,국직,20161215,001,1,2000000317,***,0000,다단볼류트 모터펌프,TM,12345M678,10000000, ,TM201636533A001, , , , ,10000000,YE
 , , ,A1, , ,소요군검수,해병,20161108,001,1,6000002696,***,0001,복사용지 등93품목,MW,000000001,5829450, ,MW201636527A001, , , , ,5829450,YE
 , , ,U0, , ,소요군검수,해군,20161108,001,1,6000000184,***,0000,복사용지 등 303종,MP,000000000,15971860, ,MP201636526A001, , , , ,15971860,YE
 , , ,A1, , ,표준 품질 보증형태,육군,20161110,001,1,5000006286,***,6510,(장비소모품),MB,6510ABCDE,15346900, ,MB201636878A001, , , , ,15346900,YE
 , , ,A1, , ,소요군검수,해병,20161216,001,1,6000005043,***,0000,야자매트 등 8종,MW,S11111111,3302000, ,MW201636445A001, , , , ,3302000,YE
43310110,공기압축기 중압 426PSI 62M3/HR, ,A1, , ,소요군검수,해군,20161205,000,1,6000006312,***,4820,"밸브,진공 파괴용",MP,123203839,784000, ,MPN16045120001, , , , ,784000,EA
 , , ,A1, , ,소요군검수,해병,20161216,001,1,6000005040,***,0000,건전지 등 207종,MW,S11111111,540000, ,MW201636731A001, , , , ,540000,YE
 , , ,A1, , ,소요군검사,해군,20161125,000,1,6000007686,***,4940,스프레이건(흡상식),MP,37Y978893,199550, ,MPN16045320001, , , , ,199550,EA
 , , ,A1, , ,소요군검수,해병,20161108,001,1,6000002696,***,0001,복사용지 등 90품목 구매,MW,000000001,1193600, ,MW201636409A001, , , , ,1193600,YE
 , , ,U0, , ,소요군검사,육군,20161110,001,1,5000028778,***,6950,이중보온관 등,MB,A11111111,42998760, ,MB201637032A001, , , , ,42998760,YE
 , , ,A1, , ,소요군검사,육군,20161125,001,1,5000018371,***,0037,방송장비 설치 납품,MB,B52323132,13200000, ,MB201636933A001, , , , ,13200000,YE
 , , ,A1, , ,표준 품질 보증형태,해병,20161130,001,1,6000008618,***,0000,볼펜 등 12종,MW,000000001,800000, ,MW201636978A001, , , , ,800000,YE
 , , ,A1, , ,소요군검사,육군,20161130,001,1,5000018371,***,0037,핸드토키 등 3종 구매,MB,B55623232,15440000, ,MB201636969A001, , , , ,15440000,YE
 , , ,A1, , ,소요군검사,육군,20161130,001,1,5000018371,***,0037,팩스 및 복사기 토너 구매,MB,B15513131,11579000, ,MB201636869A001, , , , ,11579000,YE
 , , ,A1, , ,소요군검수,국직,20161205,001,1,2000000317,***,0000,강관(백관)외 106종,TM,12345M678,46899950, ,TM201636900A001, , , , ,46899950,YE
 , , ,A1, , ,소요군검수,해군,20161205,001,1,6000007777,***,0000,인덱스 탭 등 52종 ,MP,111111111,303600, ,MP201636371A001, , , , ,303600,YE
20200102, , ,A1, , ,소요군검수,공군,20161214,1,7,7000011513,***,5985,GPS L1/L2 신호 방사 킷트,MD,37ZH95312,2233000,업체,MDE163101702862, , , , ,15631000,SE
 , , ,A1, , ,소요군검사,해군,20161215,001,1,6000006591,***,0000,접착식 PP비닐봉투 등 31종,MP,000000000,2111980, ,MP201636169A001, , , , ,2111980,YE
 , , ,A1, , ,소요군검사,육군,20161216,001,1,5000053327,***,0000,포스트잇,MB,000000000,6800000, ,MB201636200A001, , , , ,6800000,YE
 , , ,A1, , ,소요군검사,육군,20161216,001,1,5000053327,***,0000,홍보품,MB,000000000,9917000, ,MB201636185A001, , , , ,9917000,YE
 , , ,A1, , ,공급자 1년 보증형태,육군,20161216,001,368,5000076025,***,0000,표적지,MB,A521SXDCF,155000, ,MB201635592A001, , , , ,57040000,UN
