입찰명,발주기관코드,발주기관,카테고리
진술형녹화장비 등 4종 구매설치,UMM,국군재정관리단,미분류
램프 등 341종,HCF,공군군수사령부,미분류
다목적가위 등 192종,SCH,해군작전사령부,미분류
선글라스 등 11종,SCH,해군작전사령부,미분류
BTCS 회로카드조립체 등 7항목 구매(물품),LCF,육군군수사령부,미분류
코드류,EHB,통신장비계약팀 (구:19.09.16),미분류
고임목블럭등2종구매,LDH,육군종합정비창,미분류
K1링등15종구매,LDH,육군종합정비창,미분류
K1 패킹등59종구매,LDH,육군종합정비창,미분류
K1 개스킷등12종구매,LDH,육군종합정비창,미분류
'16년 화상회의체계 교체사업,UMM,국군재정관리단,미분류
16년 공군 VoIP교환기 교체사업,UMM,국군재정관리단,미분류
탄약정비용 안전보호용품(안전모 등 21종) 구매,UMM,국군재정관리단,미분류
청테이프 등 543종,SDF,제5738부대,미분류
DVD 플레이어 콤비 등 27종,SDF,제5738부대,미분류
백열등 등 4항목 구매(총포),LCF,육군군수사령부,미분류
"사격부속장치,공포탄용 등 4항목 구매(총포)",LCF,육군군수사령부,미분류
실린더 조립체 등 29항목 구매(기장),LCF,육군군수사령부,미분류
"센서, 전류용 등 16품목",HCC,해군제1수리창,미분류
보드마카 등 27종 구매,SCL,해군사관학교,미분류
커넥터 등 20종 구매,SCP,제8385부대,미분류
준공검사 검측장비 구매,UMM,국군재정관리단,미분류
플라스틱 들것 등 3종 구매,SCQ,제9911부대,미분류
크랭크 샤프트 등 50종,SCF,해군군수사령부,미분류
충전기 모듈 3EA,SCF,해군군수사령부,미분류
HDTV 노후교체 사업,MDR,제9965부대,미분류
초자류,EGF,기동화력계약팀 (구:19.09.16),미분류
장비 일반고무 제품류,EGF,기동화력계약팀 (구:19.09.16),미분류
제어장치조립체 및 축 조립체류,EGF,기동화력계약팀 (구:19.09.16),미분류
'16년 155밀리 모의적재훈련탄 등,EGG,유도무기계약팀 (구:19.09.16),미분류
캐패시터 등 6종,SDQ,해군제2수리창,미분류
유류탱크(2천리터),EHC,급식유류계약팀,미분류
천마 기화기조립체 기술개발 소요자재 구매,LDH,육군종합정비창,미분류
완충기류,EGF,기동화력계약팀 (구:19.09.16),미분류
"연장기, 경고등용",EGF,기동화력계약팀 (구:19.09.16),미분류
해외파병장병 의장 격려품(지구본 탁상시계) 구매,MFL,합동참모본부,미분류
응급처치훈련 세트 구매,UMM,국군재정관리단,미분류
부검 조직검사 장비 세트 구매,UMM,국군재정관리단,미분류
재료내구성 측정시스템 구매,UMM,국군재정관리단,미분류
'16년 OO부대 도서관자동화시스템 구매설치,UMM,국군재정관리단,미분류
OPP접착 테이프 등 410종,SDF,제5738부대,미분류
제도샤프 등 529종,SDF,제5738부대,미분류
방한화,EHD,물자계약팀,미분류
다목적 외투,EHD,물자계약팀,미분류
프로파일 등 25종 구매,HCF,공군군수사령부,미분류
냉장고등 4품목 구매 (근-16-054),HDT,공군작사근무지원단,미분류
아쿠아슈즈 163켤레 구매,SCL,해군사관학교,미분류
"추,수심측량용 1종",SCF,해군군수사령부,미분류
쥐막이 등 3종,SCF,해군군수사령부,미분류
부표 등 3종,SCF,해군군수사령부,미분류
"카터조립체, 청락기계용 등 3종",SCF,해군군수사령부,미분류
페브리즈 외 130종 구매,MCS,국방부계룡대근무지원단,미분류
등기구 세트 외 14종 구매,MCS,국방부계룡대근무지원단,미분류
최용남 백두산 함장 흉상 제작 설치납품,MCS,국방부계룡대근무지원단,미분류
16-114 디지털카메라 등 14종,HCL,공군사관학교,미분류
"탐지기, 감지기류",EGF,기동화력계약팀 (구:19.09.16),미분류
보오스코우프 키트 구매,HDP,공군제19전투비행단,미분류
회전톱 고정용 받침대 등 90종,SCF,해군군수사령부,미분류
"전건,전신용(KEY802)",EHB,통신장비계약팀 (구:19.09.16),미분류
토너 등 27종 구매,LGD,육군종합행정학교,미분류
이동형 에어컨 구매,HDK,공군제11전투비행단,미분류
쇄석 구매,HDK,공군제11전투비행단,미분류
2/4분기 정보체계예산 및 ATCIS예산 집행,LMP,제3보병사단,미분류
토양오염 정화사업 자재구매,LGK,제5897부대,미분류
적외선 IP카메라 등 16종,SFD,제9227부대,미분류
마이크 등 구매 및 설치,MDI,제7016부대,미분류
2/4분기 정보화 물품 구매,LKS,육군인사사령부,미분류
토너 등 38종,SCN,제7001부대,미분류
ㅇㅇ연대 예비군 사격장 탄두회수함 구매,LQG,육군 52보병사단,미분류
시설 / 조경용역 기계경비 자재구매(3차),LDH,육군종합정비창,미분류
(조달) 3훈비 16-2-121 투광기 등 19종 구매,HCS,제3훈련비행단,미분류
더블에이 복사지 등 3종,SCN,제7001부대,미분류
<긴급>스피커 등 4종,SCH,해군작전사령부,미분류
<긴급>헬멧(용접공용) 등 2종,SCH,해군작전사령부,미분류
<긴급>피스톤2 등11종,SCH,해군작전사령부,미분류
전자레인지 등 2종 구매,SCP,제8385부대,미분류
'16년 차체인양기(4주식) 교체 / 설치사업,MDF,국군지휘통신사령부,미분류
CO2소화기 5파운드 등 3종,SCF,해군군수사령부,미분류
암 컬렉 등 184종 구매,SCR,해군제3함대사령부,미분류
이동로 가림막 자재구매 등 2건,LHN,제7보병사단,미분류
비닐 D링 바인더 등 822종 구매,SCI,제9121부대,미분류
플러스펜 등 128종,SCG,해군본부,미분류
런닝머신 등 20종 구매,SCR,해군제3함대사령부,미분류
엡손컬러잉크 등 14종,SCG,해군본부,미분류
자전거(경주용 사이클 2종) 구매,SCL,해군사관학교,미분류
3단 자동우산 등 3종,SCG,해군본부,미분류
디스플레이 유닛 2EA,SCF,해군군수사령부,미분류
디스크 등 6종,SCF,해군군수사령부,미분류
양념분쇄기 20EA,SCF,해군군수사령부,미분류
백열등 3종,SCF,해군군수사령부,미분류
11탄약창 제초 민간용역,LDG,육군 탄약지원사령부,미분류
00부대 물탱크 청소용역,LPG,제5보병사단,미분류
피펫팁 등 5항목 구매(물품),LCF,육군군수사령부,미분류
DRUM ASSY 등 11종,SCF,해군군수사령부,미분류
수불용 비닐봉투(소) 등 25종,SCF,해군군수사령부,미분류
'16년 105밀리 포탄목상자,EGG,유도무기계약팀 (구:19.09.16),미분류
디지털무늬 P/R혼방직물(방투습),EHD,물자계약팀,미분류
배낭후레임류,EHD,물자계약팀,미분류
"16년 최루성 캡슐, CS",EGG,유도무기계약팀 (구:19.09.16),미분류
스테이브 조립체,EGH,지휘정찰계약팀 (구:19.09.16),미분류
탐지3호용 전원공급기 등,EGH,지휘정찰계약팀 (구:19.09.16),미분류
16년 2분기 병영훈련용품 구매,LGC,육군학생군사학교,미분류
16년 2분기 병영훈련용품 구매(제작),LGC,육군학생군사학교,미분류
광화일 스캐너 구매,MDG,국군의무사령부,미분류
"클램프,호스용 등 84항목 구매(기장)",LCF,육군군수사령부,미분류
모체기판 등 2종,SCF,해군군수사령부,미분류
디지털 캠코더 등 6종,SCH,해군작전사령부,미분류
HEXA MULTI-COPTER 완성기 등 44종,SCH,해군작전사령부,미분류
예초기오일 구매,SFM,제3170부대,미분류
교도소 침대 생산자재구매(부수소모자재),NIT,국방부조사본부,미분류
교도소 침대생산자재 구매(포장자재),NIT,국방부조사본부,미분류
사각형 양극 아연판 등 4종 구매,SCR,해군제3함대사령부,미분류
그리그리(확보기) 등 7종 구매,SCP,제8385부대,미분류
16-118 제초기 등 2종,HCL,공군사관학교,미분류
그린프로콤비 등 2종 구매,SCQ,제9911부대,미분류
볶음솥 등 26종 구매,SCQ,제9911부대,미분류
오일씰 등 13종,SCF,해군군수사령부,미분류
항법가방등 2항목 구매(물자),LCF,육군군수사령부,미분류
브라켓 등 1항목 구매(물품),LCF,육군군수사령부,미분류
메쉬백 등 4항목 구매(물품),LCF,육군군수사령부,미분류
'16년 공중 폭발모의탄,EGG,유도무기계약팀 (구:19.09.16),미분류
"확성기, 영구자석식",EHB,통신장비계약팀 (구:19.09.16),미분류
알루미늄 합금판 등 12품목,HCC,해군제1수리창,미분류
발칸 포신 하우징결합체 재생기술개발 소요자재 구매,LDH,육군종합정비창,미분류
16년 20밀리 발칸모의탄,EGG,유도무기계약팀 (구:19.09.16),미분류
전기용 투광조명세트 구매,UMM,국군재정관리단,미분류
형광침투 세트 등 9종,SDF,제5738부대,미분류
"센서, 촉각반응용 등 3품목",HCC,해군제1수리창,미분류
"센서, 촉각반응용 등 3품목",HCC,해군제1수리창,미분류
세탁기 등 2종 구매,UMM,국군재정관리단,미분류
비누 등 67종 구매,SCQ,제9911부대,미분류
"박판,금속제 등 10종",SCF,해군군수사령부,미분류
스폰지 팩킹 등 7종,SCF,해군군수사령부,미분류
솔레노이드 발브 코일 등 3종,SCF,해군군수사령부,미분류
팔꿈치포경(지명),EGF,기동화력계약팀 (구:19.09.16),미분류
알티네이터,EHA,일반장비계약팀 (구:19.09.16),미분류
유압작동유,EHC,급식유류계약팀,미분류
토너 등 56품목,HCF,공군군수사령부,미분류
'16년 회로카드조립체(저전압용),EGG,유도무기계약팀 (구:19.09.16),미분류
"램프,제논식 등 1항목 구매(기장)",LCF,육군군수사령부,미분류
"엘보,튜브용 등 60항목 구매(기장)",LCF,육군군수사령부,미분류
부싱 등 45항목 구매(기장),LCF,육군군수사령부,미분류
"스프링,주 제어벨브용 등 22항목 구매(기장)",LCF,육군군수사령부,미분류
"호스조립체,비금속제 등 35항목 구매(기장)",LCF,육군군수사령부,미분류
트리돌 캅셀 등 77종,SCU,해군 기동함대사령부,미분류
복사용지 등 94종,SCU,해군 기동함대사령부,미분류
램프 등 4종 구매,SCP,제8385부대,미분류
복사용지 등 48종 구매,SCP,제8385부대,미분류
"공마대(24,400장) 구매",SCP,제8385부대,미분류
호각 등 57품목 구매,SFL,제3283부대,미분류
"압축기, 냉동용 등 24종",SCF,해군군수사령부,미분류
원추형퐁속기 1종,SCF,해군군수사령부,미분류
리셉터클 등 40종,SCF,해군군수사령부,미분류
00부대 취사용기구(HACCP형) 구매,LPG,제5보병사단,미분류
더블에이 복사용지 A4 등 79종,SFD,제9227부대,미분류
호흡용 고압 공기압축기 구매 설치,UMM,국군재정관리단,미분류
견인식 제초기 2종 구매,UMM,국군재정관리단,미분류
16-전원변환기 DC24V 구매,UMM,국군재정관리단,미분류
고막형 체온계 등 5종,SDF,제5738부대,미분류
와이어링 등 187종,SDF,제5738부대,미분류
"클램프,루프형 등 35항목 구매(기장)",LCF,육군군수사령부,미분류
16-062 다중 주파수 와전류 검사장비 구매,HCM,공군교육사령부,미분류
철사각관 등 87종,HCF,공군군수사령부,미분류
개스킷 등 18품목,HCC,해군제1수리창,미분류
현관정 등 73종,SCK,해군교육사령부,미분류
퓨저드라이브벨트 등 37종,SCK,해군교육사령부,미분류
절연저항계 등 4종 구매,SDG,제2002부대,미분류
토너 등 5종,SCK,해군교육사령부,미분류
세절기 메인보드 등 108품목 구매,SEE,제9해병여단,미분류
구조용 각관 등 19품목 구매,SEE,제9해병여단,미분류
볼펜 등 393품목 구매,SEE,제9해병여단,미분류
컬러중량원판 등 6종,SCH,해군작전사령부,미분류
입식싸이클 1대,SCH,해군작전사령부,미분류
반코팅장갑 등 27종,SCK,해군교육사령부,미분류
스틸 바 등 4종,SCF,해군군수사령부,미분류
"판,금속제 1종",SCF,해군군수사령부,미분류
볼펜 등 111종 구매,SCR,해군제3함대사령부,미분류
광 스위칭 허브,SFG,제9181부대,미분류
표지판 등 8종,SFG,제9181부대,미분류
잉크헤드 등 22종 구매,SCQ,제9911부대,미분류
백보드 조립체 등 9종 구매,HCF,공군군수사령부,미분류
00부대 야간투시경 00대 구매 납품,LKF,제6755부대,미분류
정부화일 등 166종,SDL,재경근무지원대대,미분류
형광등 세트 등 32종,SDL,재경근무지원대대,미분류
"니플,튜브용",EGF,기동화력계약팀 (구:19.09.16),미분류
복사용지 등 60종,SCG,해군본부,미분류
전압조절기 등 5종,SCF,해군군수사령부,미분류
"호이스트, 체인식 등 2종",SCF,해군군수사령부,미분류
에어컨오일 1종,SCF,해군군수사령부,미분류
벨브 등 5종,SCF,해군군수사령부,미분류
1회용 비누 등 3종,SCN,제7001부대,미분류
"16-098,099 헤드폰 등 3종",HCL,공군사관학교,미분류
코어네트 등 4종,SFG,제9181부대,미분류
소토사 108톤 구매,SCN,제7001부대,미분류
동원함 39개,SCG,해군본부,미분류
칼라식도 등 114종 구매,SCN,제7001부대,미분류
문서보관상자 등 209종 구매,SCN,제7001부대,미분류
유증기 감지기 1종,SCF,해군군수사령부,미분류
조정 유니트 1종,SCF,해군군수사령부,미분류
"등, 선박항해용 등 2종",SCF,해군군수사령부,미분류
고무제 원형섹션 등 8종,SCF,해군군수사령부,미분류
"선미관, 봉합용 1종",SCF,해군군수사령부,미분류
"스테이숀, 화재경보기용, 수동식 1종",SCF,해군군수사령부,미분류
공기작동 발브 1종,SCF,해군군수사령부,미분류
16-합동부(복사지 등10종 구매),UAZ,합동군사대학교,미분류
"플런저, 신속분리식",EGF,기동화력계약팀 (구:19.09.16),미분류
싱크대 등 6품목,SFH,제9196부대,미분류
친환경세정제 등 2품목,SFH,제9196부대,미분류
16년 VTC/브리핑체계 신규/교체사업(리스물건),UMM,국군재정관리단,미분류
시약식 잔류염소계 메인보드 등 2종 구매,SCN,제7001부대,미분류
레자단색 토시 등 63종 구매,SCR,해군제3함대사령부,미분류
냉장고 등 2종 구매,SCR,해군제3함대사령부,미분류
A4용지 등 325종 구매,SCN,제7001부대,미분류
원주목 등 90종 구매,SCN,제7001부대,미분류
정부문서화일 등 296종,SCH,해군작전사령부,미분류
젓가락 등 12종,SFG,제9181부대,미분류
자동에어릴 등 2품목,HCC,해군제1수리창,미분류
무반동총 축사기류,EGG,유도무기계약팀 (구:19.09.16),미분류
