참가수,공고번호,공고차수,판단번호,항목번호,입찰명,업무구분,발주기관코드,발주기관,개찰일시,낙찰자(업체코드),낙찰자(상호),낙찰자(영문상호),낙찰자(대표자),낙찰자(연락처),ss,낙찰자(연락처).1,낙찰자(주소),낙찰률, 낙찰금액 ,군 분류,군수품분류
75,SCF0059,1,41275,***,재단기 등 2종,물품,SCF,해군군수사령부,2016-12-02 14:30,HB272,JH컴퍼니,JHCOMPANY,이은경,7047721096,7047721096,070-4772-1096,경기도 양주시 부흥로1423번길7-12 (유양동),88.053,"2,699,252",해군,
16,SCF0060,1,41280,***,전기온수기,물품,SCF,해군군수사령부,2016-12-02 14:30,H9B55,대원산업,daewon,정일진,010-6250-7764,010-6250-7764,010-6250-7764,부산광역시 수영구 연수로370번길16-0 (광안동),88.2078,"347,500",해군,
4,HDS0012,2,39482,***,"조달-방-16-67,70 컨테이너",물품,HDS,공군미사일방어사령부,2016-12-02 13:00,B6B09,우근건설 주식회사,"wo kun construction co.,ltd",강복순,426722800,426722800,042-672-2800,대전광역시 대덕구 오정로37번길 29(오정동),96.9328,"22,100,000",공군,
5,HCM0050,1,41011,***,항공과학고교 학생용 침구류 6품목 구매,물품,HCM,공군교육사령부,2016-12-02 11:00,4342F,(주)로얄라이프,"ROYAL LIFE Co.,Ltd",전봉철,226722003,226722003,02-2672-2003,"서울특별시 영등포구 선유로33길 15, 에이스타워 704(양평동3가)",88.4309,"35,084,120",공군,2종-피복류
26,LMG0003,1,41434,***,SSD장비 구매,물품,LMG,제6군단사령부,2016-12-02 11:00,H0332,주식회사 유진씨엔씨,"YOO JIN C&C Co.,Ltd",조은진,25841041,25841041,02-584-1041,경기도 포천시 가산면 가산로240번길3-1,88.0927,"34,066,000",육군,
3,HCR0019,1,41393,***,통합작전 통신센터 관급자재-통합배선 제조 설치,물품,HCR,공군제15특수임무비행단,2016-12-02 11:00,3239F,주식회사 아이엔아이,"Image & Information Co.,Ltd.",이상우,314234400,314234400,031-423-4400,경기도 안양시 동안구 시민대로365번길 52(관양동 860),99.0745,"40,537,000",공군,
38,HCR0018,1,41379,***,통합작전 통신센터 관급자재-AV설비 제조 설치,물품,HCR,공군제15특수임무비행단,2016-12-02 11:00,CBA5C,주식회사 디씨앤미디어,"DCN Media Co.,Ltd.",차갑열,02-572-0073,02-572-0073,02-572-0073,"경기도 안양시 동안구 벌말로140-0  7606(관양동, 동일테크노타운7차)",88.0152,"40,298,144",공군,
229,LMN0055,1,41229,***,정보체계운영용품 2차 구매,물품,LMN,제6955부대,2016-12-02 11:00,H277F,에스더 기획,Esther,유효정,1032892741,1032892741,010-3289-2741,경기도 수원시 팔달구 정조로791번길7-3 (팔달로2가) 2층 201호,88.0018,"23,222,495",육군,
21,UMM0614,1,40570,***,통합배선반 제조 설치,물품,UMM,국군재정관리단,2016-12-02 11:00,BA100,(주)유비쿼터스통신,UBIQUITOUSTELLECOM,문영실,634645333,634645333,063-464-5333,전북특별자치도 군산시 임피면 동군산로810-36,88.0732,"82,062,500",기타,
43,UMM0769,1,40549,***,가구류(침대 등 30종) 제조,물품,UMM,국군재정관리단,2016-12-02 11:00,A5BFD,주식회사 늘푸름,"Nulpurum Furniture Co., Ltd",정유순,319989611,319989611,031-998-9611,경기도 김포시 대곶면 대명항로403번길99,87.9972,"56,696,000",기타,
215,UMM0764,2,39451,***,비디오월(DID) 구축사업,물품,UMM,국군재정관리단,2016-12-02 11:00,11073,주식회사 제이씨정보통신,"J.C Telecom CO.,LTD.",주기만,325685194,325685194,032-568-5194,"인천광역시 남동구 선수촌공원로9, 제비동 제1004호(구월동, 구월테크노밸리)",87.9974,"199,377,340",기타,
50,HCR0011,1,40928,***,통신센터 관급자재-냉난방기 제조/구매(설치포함),물품,HCR,공군제15특수임무비행단,2016-12-02 11:00,C1F6B,주식회사씨엔이,CNE,허관영,438344105,438344105,043-834-4105,충청북도 괴산군 괴산읍 문무로 85 중원대학교 산학연구동 405호(),88.0175,"92,110,000",공군,2종-병참물자
65,HCR0010,1,40924,***,통신센터 관급자재-태양광발전장치 제조 설치,물품,HCR,공군제15특수임무비행단,2016-12-02 11:00,C87FE,엔에스시스템주식회사,NS SYSTEM,전혜숙,419357388,419357388,041-935-7388,충청남도 보령시 주포면 배재길6-77,88.0068,"124,488,450",공군,
4,HCF0145,1,40522,***,연료탱크샌더 등 185종,물품,HCF,공군군수사령부,2016-12-02 10:30,G50F8,연진텍,yeonjin tech,김동희,053-742-9658,053-742-9658,053-742-9658,"대구광역시 동구 동부로59-0 (신천동, 신라빌딩) 지하",91.7169,"43,421,390",공군,
237,HDT0026,1,41669,***,더블에이 복사지등 46품목(근-16-188),물품,HDT,공군작사근무지원단,2016-12-02 10:30,GB6EE,해원산업,Haewon Industry,김민지,7042227749,7042227749,070-4222-7749,"서울특별시 도봉구 마들로11길65, 5층 503-13호(창동)",88.0072,"28,270,900",공군,
78,SFM0117,1,41662,***,손수레 차체 등 2종 구매,물품,SFM,제3170부대,2016-12-02 10:30,H96E4,은성종합상사,es,이종도,010-3810-1753,010-3810-1753,010-3810-1753,"경상북도 구미시 상모로6-0 (상모동, 상모 두산 맨션)",88.0039,"10,087,000",육군,
9,LNM0015,1,41611,***,00부대 난방보일러 설치납품,물품,LNM,제5181부대,2016-12-02 10:30,FCD89,주식회사 창성엠이씨,"CHANGSUNG MEC CO.,LTD.",김기연,319076645,319076645,031-907-6645,"경기도 고양시 일산동구 강석로21, 1010호(백석동, 더프라임빌딩)",88.043,"22,382,800",육군,
98,SFM0116,1,41552,***,반코팅 장갑 구매,물품,SFM,제3170부대,2016-12-02 10:30,E7E14,(주)누리숲,nurisup,강지연,7087163337,7087163337,070-8716-3337,경상북도 영천시 금호시장길10-2 (금호읍),88.0336,"14,827,730",육군,2종-피복류
9,LHM0016,1,41427,***,제설용 송풍기 구매,물품,LHM,제15보병사단,2016-12-02 10:30,CA728,TNI-BANK,TNI-BANK,문병기,033-244-4990,033-244-4990,033-244-4990,강원특별자치도 춘천시 삭주로80번길25-13 (후평동),88.2585,"23,124,883",육군,
300,SFG0162,1,41428,***,형광등 등 57종,물품,SFG,제9181부대,2016-12-02 10:30,GFF26,태영통상,tayeong trade,서경원,031-881-0788,031-881-0788,031-881-0788,경기도 여주시 세종로46번길15-24 (창동),88.0053,"22,302,260",해병,
74,SFG0161,1,41425,***,전동꺼꾸리,물품,SFG,제9181부대,2016-12-02 10:30,H9270,주식회사백운,BAKWOON,김민지,7073336899,7073336899,070-7333-6899,경기도 의정부시 경의로70-0 (의정부동) 5층 A628호,88.0204,"1,403,200",해병,
16,LHM0015,1,41423,***,거점 유선시설 보강을 위한 동케이블 구매,물품,LHM,제15보병사단,2016-12-02 10:30,G5531,전우사,jeon-wo-sa,방만석,334421366,334421366,033-442-1366,강원특별자치도 화천군 화천읍 상승로42-10,88.1174,"33,000,000",육군,
17,SCG0203,1,41418,***,볼펜심 등 54종,물품,SCG,해군본부,2016-12-02 10:30,F11DD,세계로상사,Saegyero Corp.,채홍삼,425512948,425512948,042-551-2948,충청남도 계룡시 신도안면 부남리167,88.1632,"3,097,000",해군,
16,SCG0202,1,41415,***,멀티텝 등 85종,물품,SCG,해군본부,2016-12-02 10:30,E9019,드림으뜸상사,Dreamtop Corp.,김범규,7077172948,7077172948,070-7717-2948,"충청남도 계룡시 신도안면 신도안1길43, 1층",88.0622,"3,943,000",해군,
29,SCH0330,1,41413,***,무선마우스 등 47종,물품,SCH,해군작전사령부,2016-12-02 10:30,G0953,오피스웨이 기장점,officeway  kijang,정혜정,051-727-5935,051-727-5935,051-727-5935,부산광역시 기장군 장안읍 길천길95-0,89.4376,"7,358,000",해군,
20,SCF0513,1,41245,***,"도서 ""제3인류"" 등 276종",물품,SCF,해군군수사령부,2016-12-02 10:30,F4C31,경북상사,kyongbuk,김보민,7070792933,7070792933,070-7079-2933,경상남도 창원시 의창구 명서로4번길17-0 (명서동),90.0115,"4,399,100",해군,
6,SCP0209,1,41232,***,전기튀김기 등 6종 구매,물품,SCP,제8385부대,2016-12-02 10:30,G81BB,가나안상사,canaan,서은숙,1028422250,1028422250,010-2842-2250,강원특별자치도 동해시 전천로273-15 (북평동) 103-1호,88.0766,"4,875,140",해군,
17,SCG0201,1,41412,***,제본용 스테플 등 109종,물품,SCG,해군본부,2016-12-02 10:30,DE300,씨엠(주),cmm,이희석,070-4453-9559,070-4453-9559,070-4453-9559,충청남도 계룡시 엄사면 엄사중앙로97-0,88.1999,"4,001,800",해군,
16,SCG0200,1,41405,***,클립온 멀티펜 등 56종,물품,SCG,해군본부,2016-12-02 10:30,DE300,씨엠(주),cmm,이희석,070-4453-9559,070-4453-9559,070-4453-9559,충청남도 계룡시 엄사면 엄사중앙로97-0,88.1887,"6,523,000",해군,
78,SFL0149,1,41409,***,신병노트 등 3품목 구매,물품,SFL,제3283부대,2016-12-02 10:30,H9712,SH유통,SH,김소희,010-5545-0138,010-5545-0138,010-5545-0138,"경상북도 경산시 펜타힐즈2로20 (중산동, 펜타힐즈 푸르지오)",88.031,"12,506,300",육군,
5,SDQ0077,1,40738,***,방향전환밸브 등 8종,물품,SDQ,해군제2수리창,2016-12-02 10:30,D245E,세일상사,SEIL COMMERCIAL.CO.,임흥수,316828502,316828502,031-682-8502,"경기도 평택시 포승읍 평택항로517, A동6호",78.1023,"14,270,000",해군,
3,SFM0115,1,41085,***,타이어 등 70종 구매,물품,SFM,제3170부대,2016-12-02 10:30,E5D61,연천종합물산,연천종합물산,양재석,542810909,542810909,054-281-0909,경상북도 포항시 남구 대송면 제내길53번길21-0,90.9928,"53,000,000",육군,
4,SDQ0078,1,40741,***,"바,금속제 등 15종",물품,SDQ,해군제2수리창,2016-12-02 10:30,H9E86,인화정공,INHWA PRECISION,하태규,1052453993,1052453993,010-5245-3993,경기도 평택시 포승읍 여술로43번길18-0 (포승삼부르네상스2단지)상가동 108호,87.7548,"4,215,200",해군,
5,SDQ0077,2,40738,***,방향전환밸브 등 8종,물품,SDQ,해군제2수리창,2016-12-02 10:30,D245E,세일상사,SEIL COMMERCIAL.CO.,임흥수,316828502,316828502,031-682-8502,"경기도 평택시 포승읍 평택항로517, A동6호",78.1023,"14,270,000",해군,
6,SDQ0076,1,40735,***,스텐파이프 등 14종,물품,SDQ,해군제2수리창,2016-12-02 10:30,H9E86,인화정공,INHWA PRECISION,하태규,1052453993,1052453993,010-5245-3993,경기도 평택시 포승읍 여술로43번길18-0 (포승삼부르네상스2단지)상가동 108호,82.2974,"8,443,540",해군,
2,HCF0146,1,40542,***,오일 씰 인넷 등 279종,물품,HCF,공군군수사령부,2016-12-02 10:30,B96E1,희망테크,HOPE CO,김경호,053-604-1891,053-604-1891,053-604-1891,"대구광역시 북구 유통단지로16, (산격동, 산업용재관) 2-19호",98.2915,"54,340,000",공군,2종-병참물자
2,MDW0037,1,40464,***,00학교 생도피복(운동화류) 구매,물품,MDW,국군간호사관학교,2016-12-01 15:30,E10AE,해성스포츠,hae sung sports,정광수,02-2279-2445,02-2279-2445,02-2279-2445,"서울특별시 송파구 충민로10, A동 7층 18호(문정동, 가든파이브툴)",95.3817,"31,876,000",기타,2종-피복류
121,LHG0021,1,40966,***,"46,영산강소초 GOP 병영생활관",물품,LHG,제1862부대,2016-12-01 13:00,B90B8,주식회사 성진이엔씨,,이재준,312563955,312563955,031-256-3955,"경기도 수원시 장안구 경수대로1078번길26-0 (파장동),세한상가 201호",88.0044,"72,598,607",육군,
2,LDH0657,1,40921,***,무기체계 내장형SW 관리장비 구매,물품,LDH,육군종합정비창,2016-12-01 11:30,G25EE,주식회사 에이치투엘테크놀로지,H2L Technologies,이형화,236612026,236612026,02-3661-2026,"서울특별시 강서구 양천로401 (가양동), B동 801호",91.4908,"117,200,000",육군,
8,LCP0029,1,40839,***,청소기 등 00 종 구매,물품,LCP,육군항공사령부,2016-12-01 11:00,F4324,주식회사 에이그램,"AGRAM Co., ltd",허달회,031-429-9440,031-429-9440,031-429-9440,"경기도 군포시 엘에스로172-0, 1004호 (금정동, 한림휴먼타워)",88.8615,"23,642,840",육군,
25,HCQ0042,1,41015,***,조달(수리)요구서(16-871)[정통]광 점퍼코드 등 48종,물품,HCQ,공군제5공중기동비행단,2016-12-01 11:00,H882A,골드스팅상사,GOLDSTING TRADING,김양교,051-989-3001,051-989-3001,051-989-3001,경상남도 양산시 동면 금오5길46-26,99.7169,"25,556,000",공군,
457,UMM0613,1,40404,***,16-동-감시카메라(CCTV) 제조 설치,물품,UMM,국군재정관리단,2016-12-01 11:00,DDD5B,지에이치정보통신주식회사,"Global Hope Info Comm co.,ltd.",이원준,417530300,417530300,041-753-0300,충청남도 금산군 금산읍 남사직1길14-4,87.9952,"84,428,363",기타,2종-통신물자
22,UMM0774,1,40212,***,물류창고 저장랙 제조설치,물품,UMM,국군재정관리단,2016-12-01 11:00,H7F8E,삼광정밀,SAMKWANG PRECISION.CO,손병옥,552962225,552962225,055-296-2225,경상남도 창원시 의창구 죽전로82번길21-0 (팔용동),88.0812,"199,545,000",기타,
11,UMM0773,1,40024,***,전동지게차(5대) 구매,물품,UMM,국군재정관리단,2016-12-01 11:00,F6A39,주식회사 오리진엠앤티,ORIGIN MNT,홍기원,269593747,269593747,02-6959-3747,경기도 남양주시 다산지금로202 (다산동) B동 840호,88.1276,"154,995,880",기타,
13,UMM0772,1,39984,***,00부대 이글루 탄약고 제습기 제조설치(4),물품,UMM,국군재정관리단,2016-12-01 11:00,G2944,주식회사 미르텍코리아,"MEERTECH KOREA.CO.,LTD",최용호,313571855,313571855,031-357-1855,"경기도 안양시 동안구 엘에스로136, 404호 405호 (호계동,금정역2차에스케이브이1타워))",88.0447,"278,444,092",기타,
8,UAC0070,1,40397,***,인쇄용지(모조지백색)구매,물품,UAC,국방출판지원단,2016-12-01 11:00,H484C,주식회사 엠아이디로진스,MID,이수민,053-656-9902,053-656-9902,053-656-9902,"경상북도 김천시 자산3길28-20, 2층(성내동)",76.3485,"39,300,000",국방부직할,2종-병참물자
4,SDF0159,1,40995,***,충전 함마드릴 등 4종,물품,SDF,제5738부대,2016-12-01 11:00,E5D61,연천종합물산,연천종합물산,양재석,542810909,542810909,054-281-0909,경상북도 포항시 남구 대송면 제내길53번길21-0,72.89,"1,385,000",해군,
136,MDG0137,3,39782,***,사령부 종교시설 브리핑장비 구매,물품,MDG,국군의무사령부,2016-12-01 11:00,F80F4,주식회사 보아정보기술,boatech,김미라,7075108325,7075108325,070-7510-8325,"인천광역시 미추홀구 염전로129, A동 104호(도화동, 도화테크노)",88.0057,"29,051,920",기타,
8,MCN0087,1,40476,***,'17년 국방컨벤션 소모품 구매(연간 단가계약),물품,MCN,국방부근무지원단,2016-12-01 11:00,H2E17,이아이엔티,EI&T,김종성,070-7703-6286,070-7703-6286,070-7703-6286,경기도 안양시 만안구 전파로39-0 (안양동),75.8772,"42,070,000",국방부직할,
2,MCN0089,1,40471,***,'17년 대기배출시설 소모품 구매(연간 단가계약),물품,MCN,국방부근무지원단,2016-12-01 11:00,C2BD4,코아이엔티,CORE E N T,김명식,02-2637-9373,02-2637-9373,02-2637-9373,"서울특별시 영등포구 양산로17길12-1, 101동 1층1호 (당산동3가)",87.2535,"45,980,000",국방부직할,
46,LPK0029,1,41018,***,성당 신축 AV방송설비 제조설치,물품,LPK,제8기동사단,2016-12-01 11:00,C1F5F,주식회사 시스매니아,"SYSMANIA CO.,LTD.",지창환,314943501,314943501,031-494-3501,경기도 화성시 우정읍 버들로685-1,88.0341,"33,921,960",육군,
12,LPD0004,1,40883,***,16년 취사식당 냉난방기 설치납품,물품,LPD,제6276부대,2016-12-01 11:00,GDF5F,주식회사 가온산업,"GA-ON INDUSTRY .CO., Ltd.",김성찬,313560507,313560507,031-356-0507,"경기도 화성시 마도면 마도공단로3길7-16, 아인스프라자 1층",92.5817,"24,337,000",육군,2종-병참물자
19,LNF0031,1,41036,***,00소초 풋살경기장 인조잔디 제조설치납품,물품,LNF,제1보병사단,2016-12-01 10:30,E4626,대교에코필드 주식회사,"Daekyo EcoField Co., Ltd.",이인기,041-732-4377,041-732-4377,041-732-4377,충청남도 논산시 부적면 충곡로134번길32-5,88.0662,"26,944,052",육군,
3,UMM0611,1,39454,***,69톤 트렉타 구매,물품,UMM,국군재정관리단,2016-12-01 10:30,H607E,신우산업,sinwoindustry,강행순,055-346-7124,055-346-7124,055-346-7124,경상남도 김해시 한림면 김해대로1099번길117-0,91.2986,"431,900,000",기타,
3,SDQ0075,1,40447,***,시멘트 등 3종,물품,SDQ,해군제2수리창,2016-12-01 10:30,D245E,세일상사,SEIL COMMERCIAL.CO.,임흥수,316828502,316828502,031-682-8502,"경기도 평택시 포승읍 평택항로517, A동6호",97.1823,"2,330,000",해군,
5,SCN0341,2,39559,***,VGA Extender 등 64종,물품,SCN,제7001부대,2016-12-01 10:30,GDF5F,주식회사 가온산업,"GA-ON INDUSTRY .CO., Ltd.",김성찬,313560507,313560507,031-356-0507,"경기도 화성시 마도면 마도공단로3길7-16, 아인스프라자 1층",90.0257,"28,477,600",육군,
5,SCN0329,2,39023,***,가스버너 등 24종 구매,물품,SCN,제7001부대,2016-12-01 10:30,GDF5F,주식회사 가온산업,"GA-ON INDUSTRY .CO., Ltd.",김성찬,313560507,313560507,031-356-0507,"경기도 화성시 마도면 마도공단로3길7-16, 아인스프라자 1층",86.4888,"5,348,900",육군,3종-가스류
28,MDR0078,1,40378,***,TV 등 51종 구매,물품,MDR,제9965부대,2016-12-01 10:30,D2D23,시대종합전기(주),SIDAE TOTAL ELECTRIC,노운규,25030782,25030782,02-503-0782,경기도 과천시 별양상가1로18-0 (별양동)  803호,88.0502,"37,175,115",육군,
124,LHF0025,1,41046,***,해안소초 독서카페 내부구성품 구매,물품,LHF,제1607부대,2016-11-30 15:30,D1D8B,주식회사피에프,PARTNER OFFICE FURNITURE,정광용,425467900,425467900,042-546-7900,대전광역시 유성구 계백로925-0 (원내동) 가구단지 2호,88.1703,"20,186,500",육군,
128,LGQ0018,1,40534,***,신교대대 방송통신장비 설치납품,물품,LGQ,제36보병사단,2016-11-30 11:00,DDD11,주식회사디브이알씨앤씨,DVR C&C,이병묵,323633785,323633785,032-363-3785,"인천광역시 부평구 부평대로301, 제7층 720호 (청천동, 남광센트렉스)",88.0044,"77,936,670",육군,
47,UMM0768,1,40597,***,00병원 의무비품(옷장 등 9종) 제조,물품,UMM,국군재정관리단,2016-11-30 11:00,C469D,파트너OA가구,PARTENR OA FURNITURE,정석용,417426100,417426100,041-742-6100,충청남도 논산시 연무읍 동안로 954(),87.9978,"84,777,400",기타,2종-병참물자
19,UMM0610,1,40206,***,횡성역 유류공급시설 수배전반 제조 설치,물품,UMM,국군재정관리단,2016-11-30 11:00,H37CF,한국장애인문화협회 장애인기업기전사업본부,kcad,이응우,533419083,533419083,053-341-9083,"대구광역시 달성군 다사읍 세천로1길116-10,  b동",88.0948,"173,987,000",기타,
