,Freq
의약품(엘리델크림 등 11종) 구매,1
00급양대 조명기구 제조,1
00부대 잠수장비 구매,1
동여주체력단련장 골프카트 리튬배터리 구매,1
오버 헤드 크레인,1
종교센타 리모델링 관급자재(조명기구) 제조납품,1
방송장비 구매 / 설치,1
시설공사 관급자재(조명기구)제조 납품,1
16-조-86 발전실 크레인 제조,1
16-충-공-12 수배전반  분전반(305대대 통합건물 신축,1
16-충-공-12 방송설비(305대대 통합건물 신축),1
물류취급물자(경량랙) 구매,1
상륙기동헬기 초도양산 지원장비 ,1
관급자재(전관방송 및 AV설비) 제조 설치납품,1
음향제작장비 등 4품목 제작설치,1
00지역 아파트 리모델링 시설공사(가구),1
시설공사 관급자재(분전반)제조 납품,1
시설공사 관급자재(화물용엘리베이터)제조 설치납품,1
물류취급물자(안전계단형 사다리) 구매,1
물류취급물자(롤테이너) 구매,1
물류취급물자(핸드카트) 구매,1
복숭아푸딩,1
다목적체육관 관급자재(콘크리트파일),1
00부대 복지회관 신축 냉난방기 구매설치,1
코인 등 3품목,1
박판금속제 등 7종,1
긴급 영선보수자재 구매(UPS배터리),1
초코우유 등 29종 구매,1
삼계탕 등 47종 구매,1
고성능 액체크로마토그래피 구매,1
수분측정기 등 3종 구매,1
자이로스코프 비율식 구매,1
충전키트 가압용 등 2종,1
야구용품(배트 야구볼 유니폼 등) 구매,1
17년 설날 경축특식(과자세트) 구매(제조),1
`16년 정보자원 도입사업 리스,1
설 경축특식 빵세트,1
환경개선물품(액자 등 2종) 제작 설치,1
000사업 병영생활관 통합배선반 제조설치,1
000사업 병영생활관 합성수지제창호 제조,1
떡류 등 21종,1
모바일기기 통제체계(MDM) 구축,1
분전반(지상전술전자장비),1
CCTV(지상전술전자장비),1
조명기구(차량정비고),1
00부대 유휴시설 폐기물처리 용역,1
방관사 저고도레이더 운용시설(별립)_수배전반,1
어린이집 교구교재 51종 구매,1
가구류(책상 등 14종) 제조,1
17년 식자재(농산품)구매,1
LED 전광판 등 12종 구매,1
LED 원형센서등 등 113품목,1
LED작업등 1종,1
17년 전산장비 유지보수 용역,1
3개소 취사장 대형냉장고 제조설치,1
인쇄용지 3종 제조/구매,1
16-해군제2기관장비실습장 수배전반  분전반 제조),1
4개 개편부대 크레인 제조설치 납품,1
복사용지 등 56종 구매,1
00부대 복지회관 신축 변압기 제조설치,1
차기다련장 3차 811정비대대 시설공사_크레인,1
7162부대 GOP 철책 시설물보강 자재구매,1
초코파이 등 27종 구매,1
보조지주 및 Y피켓 제조 납품,1
16-본-공-5 도서관 리모델링 관급자재(조명기구),1
런닝머신 등 214종 구매,1
17년 환자치료식 부·후식 및 증식 계약,1
4개 개편부대 자동제어반 제조설치납품,1
수리부속(타공기바늘)구매,1
17년 환자급식(부식류) 식품 구매,1
17년 환자급식(증후식류) 식품 구매,1
16-해-항공정비실습장 크레인 제조 설치,1
00학교 생도피복(맞춤피복) 제조,1
후방카메라 설치 납품,1
부착용 플렌지 등 59항목 구매,1
출입통제체계 구축사업 통합리스,1
17년 생도증식 148종 구매,1
00지역 시설공사 관급자재(GHP) 설치납품,1
00지역 시설공사 관급자재(알루미늄패널) 제조 납품,1
박판 금속제 등 11종,1
주머니난로(보온대) 제조납품,1
군관사 및 독신숙소 LED등기구 구매,1
00부대 창설사업 테라조 구매(16-215),1
00부대 창설사업 AV 제조설치(16-221),1
00부대 창설사업 CCTV 제조설치(16-222),1
00부대 창설사업 통합배선반 제조설치(16-223),1
00어린이집 교재교구 구매(K-109),1
윤형철조망 설치자재 5종 구매,1
00부대 UAV중대시설 수배전반 제조설치,1
물류취급물자(롤테이너 등 5개 품목) 구매,1
LED램프 외 7종 구매,1
17년도 선수급식(공산품 475종) 구매,1
17년도 선수급식(농수산물 321종) 구매,1
17년도 선수급식(유제품 12종) 구매,1
17년도 선수급식(축산물 51종) 구매,1
00부대 방송장비 보강 사업,1
2017년 환자급식용 식재료 구매,1
씰교환키트,1
크롬 1종,1
금학산 케이블카 엔진교체,1
다목적체육관 관급자재(AV설비) 제조설치,1
다목적체육관 관급자재 무대장치 제조설치,1
계룡대 체력단련장 보일러용 유류(하이신유) 구매,1
식자재 구매(일반미 등 174품목),1
대형LED전광판 제조 설치,1
고양병원 PACS 서버 저장공간 확충용 HDD 구매,1
000사업 핸드형 네트워크 분석기 구매,1
부품키트  걸쇠용 등 2항목 제조(물자),1
테이프 크리너 등 37종,1
17년 상반기 토성회관 식자재(채소류 공산물) 구매,1
16-해-항공정비실습장 주파수변환기 구매,1
17년 상반기 토성회관 식자재 육류 계약,1
방위사업청 X-Ray검색기 구매.설치 사업,1
훈제연어 슬라이스,1
닭가슴살치킨까스,1
훈제삼겹슬라이스,1
핸드토키 구매,1
Truepress-jet520 전용잉크등 2종 구매,1
급식유통센터 운용물자(플라스틱상자  파레트) 구매,1
관급자재 수배전반  분전반 제조 구매,1
00사 군관사 개선공사 엘리베이터 제조 설치,1
군악대(피콜로 등 4품모) 구매,1
연막작전계산척 등 14항목 구매(물자),1
토손바 테프 등 22항목 구매(물자),1
통신정밀측정장비(LCR측정기) 1항목 구매(물자),1
Rack 18hole Ø30ml 등 111종(의무장비시약),1
대형리프트 제조 및 이전설치,1
장비대대 - 방염복 등 4품목(17-28),1
허브 등 45항목 제조(궤도),1
풀리 홈통식 등 74항목 제조(궤도),1
공기 정화기 흡입용 등 2항목 제조(궤도),1
의장대대 행사피복 구매,1
의약품 구매 연간계약 - 기타의약품,1
기름제거용지(팩형) 등 3종 구매,1
식품검사 재료(페트리 필름 등 00종) 구매,1
청수펌프 947GPM 제조 납품,1
17년 무정전전원장치 제조 교체사업,1
17년 항온항습기 제조 교체사업,1
5kW 발전기유지부품,1
홍보물품(석고방향제 등 3종) 구매,1
체인톱 등 6종,1
냉장고 의료용 중형 등 3종,1
환자관찰장치 이동형 사단형 등 2종,1
멸균기 소형 사단용 14EA,1
K1개스킷등7종구매,1
M48온도조절기등2종구매,1
전동기 제어식 등 3항목 구매(기장),1
엘리먼트 에어크리너용 등 35항목 구매(기장),1
여과기 흡입용 등 14항목 구매(기장),1
너트 풀림방지식 육각형 등 76항목 구매(기장),1
클램프 호스용 등 68항목 구매(기장),1
전원변환기 DC24V 구매,1
병리장비소모품(DIFF Time Pak 등 30종) 구매,1
외과장비소모품(Biopsy Forcep 등 38종) 구매,1
냉동기세트 300L 비자성 5AE,1
건조오븐 1EA,1
이동아크용접기 3EA,1
일반재료(세라밴드 등) 289종 구매,1
모의사격(K2 등 22종) 훈련장비 도입,1
발전기 유지부품(10kW 통신용),1
단무지 등 120종 구매,1
햄버거패티 등 7종 구매,1
충전기 반도체장치등35종구매,1
형광등기구 등 59종,1
탁상연마기 4EA,1
윤활유 냉매 압축기용 등 4종,1
앵글 구동기  냉각용,1
17-F-005  전기용 투광조명세트 구매,1
바라쿠다 조종수 계기판 등 8항목 구매(해파  기장),1
패널 앗세이 등 88항목 구매(해파  기장),1
가스취사셋 디스플레이 등 10항목 구매(해파  기장),1
치과재료(글러브 등) 163종 구매,1
보장구(TPS형 등) 50종 구매,1
155밀리 고폭탄용 파레트 등 11종 제조납품,1
가열기 유체용 전기식 14EA,1
개스킷 등 78종,1
개스킷 및 성형패킹류 등 49종,1
배선장치 등 70항목 제조(궤도),1
덮개  탄약용 등 19항목 구매(특무),1
핀조립체 등 721항목 구매(궤도),1
선반 적하용 탄약용 등 99항목 구매(궤도),1
평판트레일러 구매,1
디지털윤전용지2종연간구매,1
창 차량용 등 3항목 구매(기장),1
베어링 롤러식 원통형 등 3항목 구매(기장),1
파이프 배기용 등 1항목 구매(기장),1
브라켓 축전지상자 등 13항목 구매(기장),1
엘보 파이프 및 튜브 연결용 등 18항목 구매(기장),1
브래킷 앞차뒷쪽안전벨트 등 7항목 구매(기장),1
도서 870종 구매,1
미8군 병영시설 및 간부숙소 물품(가구) 제조 납품,1
DC 전원케이블 등 3항목 구매(통신),1
타이어 13종,1
17-018 충격시험기 구매,1
17-F-026 폭발물처리 원격조작세트 구매,1
조종사용 선글라스 5종 제조,1
차량정비용 수리부속 연간단가계약(타이어/밧데리),1
17년 영내자 증식(떡  케이크) 구매,1
17년 공군 관물함 등 3종 제조,1
의무물자(들것 등 13종) 구매,1
17년 코킹기어조립체,1
구주디클로페낙 등 15종,1
17-목-항공정비실습장 콘크리트파일 제조 구매,1
가스켓 제거기 등 206품목,1
방염장갑 115EA 구매,1
솔렌노이드 밸브 등 32종 구매,1
공기 호흡기 51EA 구매,1
가지 등 229종 구매(거문도 000운용대),1
배수펌프 등 50품목,1
인쇄재료6종구매,1
전기다리미 등 10종 구매,1
공항관리대 - 스텝카(17-17)(수정),1
표지등 조난용 1종 구매,1
00지역 특정전투화 등 2종구매,1
K1스페이서등12종구매,1
K1전차 오링등22종구매,1
K1전차 케이지1종구매,1
잠수펌프 13세트 구매,1
연료유 공급펌프 61GPM 제조납품,1
충전기 저항기등73종구매,1
700W 발전기 유지부품,1
청수펌프 100GPM 제조 납품,1
가지 등 229종 구매(욕지도 000전진기지대),1
가지 등 229종 구매(욕지도 000운용대),1
군장품(포제약장 등 6종) 제조,1
가지 등 229종 구매(추자도 000운용대),1
가지 등 229종 구매(흑산도 000전진기지대),1
가지 등 229종 구매(흑산도 000운용대),1
가지 등 229종 구매(안마도 000운용대),1
00부대 이전사업 합성수지창호 제조 납품,1
차량 및 오토바이 타이어  배터리 구매,1
결재판 등 125종,1
액체알곤가스 등 8종 구매(수정),1
케이블 타이 등 85종,1
HACCP 취사기구 제조 납품,1
오일 펌프 1종,1
차량정비용 수리부속 연간단가 계약(현대자동차),1
차량정비용 수리부속(기아자동차) 연간단가계약,1
정비용 수리부속(쉐보레자동차)연간단가 계약,1
차량정비용 수리부속(쌍용자동차)연간단가 계약,1
차량정비용 수리부속(상용트럭/버스)연간단가 계약,1
전기 인덕션 국솥 4개 구매설치,1
구명식량 11 357BX,1
베어링 보호용 등 3종,1
연료 프리필터 1종,1
* 공보과(17-20호) 서가,1
접지나사 등 31항목 구매(특무),1
수평게이지 등 6항목 구매(특무),1
계전기 하이브리드식 등 35항목 구매(기장),1
브래킷 설치용 등 13항목 구매(기장),1
표지 교통 표시용 등 6항목 구매(기장),1
벨트 V형 등 5항목 구매(기장),1
덮개 조립체 등 20항목 구매(기장),1
케이블 가속기용 등 12항목 구매(기장),1
바퀴 공기타이어용 등 14항목 구매(기장),1
2톤 온수탱크 등 126종(연평도),1
플라스틱 링 등 958종,1
케이블타이 등 940종,1
자동에어릴 등 60항목 구매(물자),1
픽업 이동정비용 등 47항목 구매(물자),1
전자 개폐기 등 10종,1
동원훈련장 총기보관함 제조설치,1
의무대대 안과유니트(17-009),1
수송대대 오일필터 등 128품목(17-020),1
17년 특전단 특수전임무 지형서버 교체사업,1
GB배터리 등 870종,1
차동기 등 58항목 제조(생산능력  궤도),1
덮개 차량구성품용(차량덮개) 등 2항목 제조(궤도),1
삽입기 등 47항목 구매(특무),1
조종간 등 48항목 구매(특무),1
전원공급기 등 11항목 구매(특무),1
트랜지스터 등 4항목 구매(특무),1
2017년 장비운영소모품 연간계약 - 의료용가스,1
2017년 병건강검진 소모품 연간계약 - 검진소모품,1
과학화경계시스템 전원공급기 등 6항목 구매(통신),1
광경병백신 등 8항목 구매(의무),1
항공우주공학과 만능시험기 구매,1
피복류(컴뱃셔츠) 제조(구매)납품,1
감속기 등 46종 구매,1
원격통합통신체계 구축사업 리스,1
냉 난방기 수리,1
특정 휘장류 제조 구매,1
특정 장구류 제조 구매,1
치약 10 000EA,1
암막 커텐지 등 3종 구매,1
항공유펌프 2EA 구매,1
드라이슈트 등 4종 구매,1
항해기점정비 2EA 제조,1
청수펌프 25GPM 제조 납품,1
건열기 등 8항목 구매(의무),1
탄약정비용자재(봉인알루미늄) 구매,1
155밀리 탄대보호환 등 5종 구매,1
시메티딘 등 60항목 구매(의무),1
풍향풍속계 공기압축기 등 9항목 구매(통신),1
교량가설단정 발전기등40종구매,1
통신장비 케이블류 등 26항목 구매(통신),1
밧데리 17 AMP(500MD),1
17년 영내자 떡급식(제조 또는 구매),1
속도조정기 등 14항목 제조(생산  특무),1
발칸회로카드조립체구매,1
17-F-002  스팀청소기 등 2종 구매,1
전압계 기록용 등 3항목 구매(기장),1
운반상자 등 5항목 구매(기장),1
케이블조립체 특수목적용 전기용 등 7항목 구매(기장),1
여과기 유체용 등 3항목 구매(기장),1
핀 신속분리식 등 39항목 구매(기장),1
칼 포켓용 등 5항목 구매(기장),1
26인치 탐조등 스위치 토글식 등 12항목 구매(기장),1
계룡스파텔 사우나 타월 제조 구매,1
TTC-95K 퓨즈고정기 등 55항목 구매(통신),1
K1전차 너트구매,1
17년 고압가스(공업용 산소  아세틸렌) 구매,1
교환기 집적회로등8종구매,1
토너 등 138종 구매,1
포스트잇 등 304종,1
접속자 등 350품목,1
5톤호스조립체등14종구매,1
5톤부싱등10종구매,1
렌치  토크용 등 57항목 구매(물자),1
플라스틱 물통 등 2항목 구매(물자),1
가위  이발사용 등 3항목 구매(물자),1
이발용 앞치마 등 30항목 구매(물자),1
바라스트 펌프 제조 납품,1
숟가락 등 6항목 구매(물자),1
휴대용탐조등 회로카드조립체 등 18항목 제조(기장),1
기어 스퍼형 등 7항목 구매(기장),1
연결기 플러그형 전기용 등 75항목 구매(기장),1
헤드세트 음향용 등 8항목 구매(기장),1
장치대 조립체 등 33항목 제조(궤도),1
리테이너 판형 등 23항목 제조(궤도),1
케이스 탐조등용 등 14항목 제조(궤도),1
콩나물(제조) 구매,1
지하 매설물 탐지기 구매,1
자기 검사 유닛  고정식 구매,1
무릎보호대 등 2품목,1
초음파치료기 등 2종 구매,1
이동형페인트분무기 1EA,1
점용접기 1EA,1
이동형집진기 3EA,1
00부대 독신숙소 비품 5종 제조설치,1
터보 GDI 시뮬레이터 등 00종 제조납품,1
양념분쇄기 등 5항목 구매(물자),1
계란 등 156종 구매,1
미8군 병영시설 및 간부숙소 전자제품 구매 설치,1
00지역 역사관 전시물 설치 및 제작납품,1
식품작업용 그릇 등 8종 구매,1
전반기 부대비품(통신장비) 및 통신운영용품 구매,1
