Unnamed: 0,참가수,공고번호,공고차수,판단번호,항목번호,입찰명,업무구분,발주기관코드,발주기관,개찰일시,낙찰자(업체코드),낙찰자(상호),낙찰자(영문상호),낙찰자(대표자),낙찰자(연락처),ss,낙찰자(연락처).1,낙찰자(주소),낙찰률, 낙찰금액 ,카테고리
6697,4,LDH0209,2,8267,***,K9튜브및이음쇠등27종구매,물품,LDH,육군종합정비창,2016-04-18 11:30,FBED3,성도산업,"sung do co.,",김정기,055-329-9880,055-329-9880,055-329-9880,경상남도 김해시 상동면 매리230-10,96.7705,23900000 ,미분류
6698,7,LDH0229,1,9057,***,모터 등 31종 구매,물품,LDH,육군종합정비창,2016-04-18 11:30,H1450,주식회사 우영물산,"WooYoung Mulsan Co.,Ltd",박미순,557141129,557141129,055-714-1129,부산광역시 강서구 미음산단로139번길9 (구랑동) 202호,88.262,12958000 ,9종
6699,4,HCF0054,1,9231,***,스로틀 서보 등 34종,물품,HCF,공군군수사령부,2016-04-18 11:00,H5260,에어로 앤 마린,Aero and Marine,강민숙,031-938-9903,031-938-9903,031-938-9903,"경기도 고양시 덕양구 백양로64-0 (화정동, 옥빛마을) 1305-1402",89.5118,56698375 ,미분류
6700,178,SCF0033,1,9893,***,대기용 활성탄 등 9종,물품,SCF,해군군수사령부,2016-04-18 11:00,GADAE,동덕건설기계,SJ retail,이창범,010-6287-9155,010-6287-9155,010-6287-9155,"경기도 고양시 일산동구 동국로48 (식사동), 201호",88.0086,20143240 ,미분류
6701,3,EGGE002,1,3028,***,용기(폭파약용) 및 오링류,물품,EGG,유도무기계약팀 (구:19.09.16),2016-04-18 11:00,H4F4A,주식회사 헤이코,haicor inc,이현,051-304-9358,051-304-9358,051-304-9358,부산광역시 사상구 낙동대로1348번길64-0 (삼락동) 제3동,88.3083,47680000 ,미분류
6702,18,LHG0005,1,9770,***,16-8차 부대구매(의약품 등),물품,LHG,제1862부대,2016-04-18 11:00,D5F9A,티엠이바이오 주식회사,TaeMyung Medical Corp.,권기문,02-2619-8861,02-2619-8861,02-2619-8861,"경기도 광명시 광명로371-0, 2층(노온사동)",88.102,24641400 ,8종
6703,22,SDF0043,1,9706,***,도서(시민의 교양 등 37종)구매,물품,SDF,제5738부대,2016-04-18 11:00,G63DD,메이,may,한종순,1085805773,1085805773,010-8580-5773,경상북도 영천시 별빛로922-302 (자양면),90.018,2760300 ,10종
6704,13,SFH0043,1,9353,***,빌지펌프 등 186품목,물품,SFH,제9196부대,2016-04-18 11:00,H3D44,주식회사 유림넷,YULIMNET,권오관,02-716-4541,02-716-4541,02-716-4541,"서울특별시 용산구 새창로181-0 (한강로2가, 선인상가 21동 3064호~3066호)",88.2475,36246541 ,4종
6705,9,SFH0042,1,9350,***,하트가드 플러스 등 100품목,물품,SFH,제9196부대,2016-04-18 11:00,GF937,더존약품,Dujon pharm,박재현,055-237-2848,055-237-2848,055-237-2848,경상남도 창원시 의창구 태복산로15번길24-2 (도계동),88.1819,38300000 ,미분류
6706,4,MDG0034,1,9157,***,2016년 의무장비(침대자동식 중환자실용),물품,MDG,국군의무사령부,2016-04-18 11:00,GF095,So Med,So Med,소병일,062-234-9911,062-234-9911,062-234-9911,"광주광역시 남구 효우2로26번길 25, 404호 (행암동)",66.3547,12968000 ,2종
6707,3,MDG0033,1,9156,***,2016년 의무장비(견인치료기 경요추용),물품,MDG,국군의무사령부,2016-04-18 11:00,D8631,주식회사 신우메디랜드,"Shinwoo Mediland Co.,Ltd",박진우,25258181,25258181,02-525-8181,"서울특별시 영등포구 버드나루로14가길24, 1층(당산동, 대한결핵협회별관 1층)",71.2193,11800000 ,7종
6708,45,UMM0211,1,9372,***,13-본-국대-01 00학교 자동제어 제조설치,물품,UMM,국군재정관리단,2016-04-18 11:00,C5B18,바스코리아 주식회사,"BASKOREA.,Co,Ltd",백강철,232862100,232862100,02-3286-2100,"서울특별시 구로구 공원로7길23, 2층",88.3683,1221210000 ,4종
6709,29,UMM0211,1,9059,***,병사피복(동운동복) 제조납품,물품,UMM,국군재정관리단,2016-04-18 11:00,0006F,한일피복공업(주),HANIL,유명자,02-463-2884,02-463-2884,02-463-2884,서울특별시 성동구 왕십리로4길5-0 (성수동1가),88.0853,1858423000 ,2종
6710,91,UMM0194,2,8795,***,13-본-국대-01 00학교 이전 온수저장탱크 제조설치,물품,UMM,국군재정관리단,2016-04-18 11:00,A7D9A,삼양히트테크,samyanghittech,염동섭,031-988-8866,031-988-8866,031-988-8866,경기도 김포시 대곶면 대명항로403번길54,88.2963,163856000 ,4종
6711,23,UMM0209,1,8415,***,의장특수피복(제복류 8종) 제조,물품,UMM,국군재정관리단,2016-04-18 11:00,EEEFC,주식회사 에레,ERE,김태경,063-858-6893,063-858-6893,063-858-6893,전라북도 익산시 약촌로8길62-11 (어양동513-49) (주)에레,88.0777,141877020 ,2종
6712,8,UMM0208,1,8414,***,전차축소사격 소총거치대 등 3종 제조,물품,UMM,국군재정관리단,2016-04-18 11:00,F397B,알티하이텍,rthitech,박영민,7046934105,7046934105,070-4693-4105,"서울특별시 강동구 구천면로192, 720호(천호동,천호역 한강 푸르지오시티)",87.9969,165698800 ,4종
6713,7,UMM0206,1,8410,***,철제가구류 10종 제조설치,물품,UMM,국군재정관리단,2016-04-18 11:00,E8ED7,주식회사 유퍼니,YOUFUNI,김정기,1099327978,1099327978,010-9932-7978,경기도 포천시 호국로929번길71 (설운동),98.4585,110000000 ,2종
6714,22,UMM0205,1,8401,***,목제가구류 46종 제조설치,물품,UMM,국군재정관리단,2016-04-18 11:00,EFEBF,주식회사 한성넥스,"Hansungnex Co., Ltd.",오세헌,417344970,417344970,041-734-4970,충청남도 논산시 광석면 사계로 196(한성넥스),88.1053,217341000 ,2종
6715,25,UMM0207,1,8382,***,열화상카메라 등 2종 구매,물품,UMM,국군재정관리단,2016-04-18 11:00,E2037,해용정보통신주식회사,Hai Yung Communication,백다리아,319714969,319714969,031-971-4969,"경기도 고양시 일산동구 중산로 247306,307호 (중산동, 중산프라자)",83.0314,195627969 ,2종
6716,13,SFH0043,3,9353,***,빌지펌프 등 186품목,물품,SFH,제9196부대,2016-04-18 11:00,H3D44,주식회사 유림넷,YULIMNET,권오관,02-716-4541,02-716-4541,02-716-4541,"서울특별시 용산구 새창로181-0 (한강로2가, 선인상가 21동 3064호~3066호)",88.2475,36246541 ,4종
6717,9,SFH0042,3,9350,***,하트가드 플러스 등 100품목,물품,SFH,제9196부대,2016-04-18 11:00,GF937,더존약품,Dujon pharm,박재현,055-237-2848,055-237-2848,055-237-2848,경상남도 창원시 의창구 태복산로15번길24-2 (도계동),88.1819,38300000 ,미분류
6718,3,MDG0035,1,9258,***,2016년 의무장비(견관절 수동운동기),물품,MDG,국군의무사령부,2016-04-18 11:00,CDCCB,(주)인터닉스코퍼레이션,Internics Corporation Inc.,홍명식,25155685,25155685,02-515-5685,"서울특별시 금천구 가산디지털1로2 (가산동, 우림라이온스밸리 2차) 501호",95.2327,10670000 ,7종
6719,4,MDG0034,2,9157,***,2016년 의무장비(침대자동식 중환자실용),물품,MDG,국군의무사령부,2016-04-18 11:00,GF095,So Med,So Med,소병일,062-234-9911,062-234-9911,062-234-9911,"광주광역시 남구 효우2로26번길 25, 404호 (행암동)",66.3547,12968000 ,2종
6720,3,MDG0033,2,9156,***,2016년 의무장비(견인치료기 경요추용),물품,MDG,국군의무사령부,2016-04-18 11:00,D8631,주식회사 신우메디랜드,"Shinwoo Mediland Co.,Ltd",박진우,25258181,25258181,02-525-8181,"서울특별시 영등포구 버드나루로14가길24, 1층(당산동, 대한결핵협회별관 1층)",71.2193,11800000 ,7종
6721,5,MCN0023,1,9088,***,의장대대 행사장구류 구매,물품,MCN,국방부근무지원단,2016-04-18 11:00,G4C32,（주）씨앤에스코리아（CNS KOREA）,CNS KOREA,최춘,326241770,326241770,032-624-1770,"경기도 부천시 석천로397,  201동 1103호 (삼정동, 부천테크노파크쌍용3차)",82.7356,12000000 ,2종
6722,15,SCN0099,1,9881,***,챔픽스 정 등 74종 구매,물품,SCN,제7001부대,2016-04-18 10:30,B3B5C,(주)성광메디피아,SEONG KWANG  MEDIPIA,박종영,222442595,222442595,02-2244-2595,"서울특별시 중랑구 면목로72길20, 301호(면목동, 서창빌딩)",88.026,46401750 ,미분류
6723,6,MCR0007,1,9827,***,교육용 프로그램(상용SW) 구매 설치,물품,MCR,국방대학교,2016-04-18 10:30,CB7E7,(주)기선,kisun,최호열,031-222-8423,031-222-8423,031-222-8423,"경기도 화성시 동탄반송1길45 (반송동,1층)",99.1699,40900000 ,2종
6724,4,SCN0081,2,7694,***,접이식 침대 구매,물품,SCN,제7001부대,2016-04-18 10:30,H2FBC,천국산업,heaven industrial development,이재천,051-867-2199,051-867-2199,051-867-2199,"부산광역시 연제구 반송로34, (연산동)금농빌딩5층",88.245,344850 ,2종
6725,7,HCL0035,1,9835,***,16-074 운동화 11종,물품,HCL,공군사관학교,2016-04-18 10:30,H604C,136524 나이키,136524NIKE,이주환,043-909-4801,043-909-4801,043-909-4801,충청북도 청주시 흥덕구 복대동3380 현대백화점 지하1층 나이키,96.4177,18352700 ,2종
6726,199,SFC0064,1,9718,***,전화받침대 등 648품목 구매,물품,SFC,제9691부대,2016-04-18 10:30,H2BF7,코지하우스,KOJIHOUSE,고형식,5059995900,5059995900,050-5999-5900,경기도 광주시 곤지암읍 만삼로244번길59 가동,96.487,38400000 ,2종
6727,5,MCS0050,1,9899,***,전동식 캔 오프너 구매,물품,MCS,국방부계룡대근무지원단,2016-04-18 10:30,F11DD,세계로상사,Saegyero Corp.,채홍삼,425512948,425512948,042-551-2948,충청남도 계룡시 신도안면 부남리167,98.8889,1885000 ,미분류
6728,51,SCN0102,1,9894,***,세면기샤워겸용 등 129종 구매,물품,SCN,제7001부대,2016-04-18 10:30,DD56A,온누리교육사(스포타임),onnuri,김민정,055-288-6770,055-288-6770,055-288-6770,경상남도 창원시 의창구 명서동99-2,88.0418,27512100 ,미분류
6729,26,SCN0095,1,7691,***,원형초소 구매,물품,SCN,제7001부대,2016-04-18 10:30,D217B,주광유통,,허준영,070-4212-6138,070-4212-6138,070-4212-6138,경상남도 창원시 진해구 용원로90번길 11-1(),88.0447,9599500 ,미분류
6730,14,SCG0056,1,9456,***,복사용지 등 74종,물품,SCG,해군본부,2016-04-18 10:30,ED5D3,알파,,박지선,010-4411-2344,010-4411-2344,010-4411-2344,"충청남도 계룡시 엄사면 계룡대로524, 1-2",88.0078,6600000 ,2종
6731,4,MDQ0013,1,9446,***,00부대 실습재료비(응급처치-진공부목 등 7종) 구매,물품,MDQ,국군의무학교,2016-04-18 10:30,C9FC6,성도,,백기훈,042-623-8428,042-623-8428,042-623-8428,대전광역시 대덕구 비래서로10번길34 (비래동),93.3804,11000000 ,8종
6732,113,LMG0001,1,9622,***,00지역 굴삭기 방탄탑(보강)자재 설치납품,물품,LMG,제6군단사령부,2016-04-18 10:30,H547A,주식회사 성진이엔디,Sungjin E&D,성하영,070-7516-9479,070-7516-9479,070-7516-9479,경기도 시흥시 시흥대로1115-0 (신천동)산호테크노 707호,88.384,22361240 ,7종
6733,13,SCN0068,2,7024,***,보통 포틀랜드 시멘트 8종,물품,SCN,제7001부대,2016-04-18 10:30,C2102,한성,han sung sang sa,김재선,055-545-3365,055-545-3365,055-545-3365,경상남도 창원시 진해구 이동572-1,98.5671,1360000 ,4종
6734,36,SCN0046,2,5353,***,Air filter cartridge 등 6종,물품,SCN,제7001부대,2016-04-18 10:30,F99B5,세원필텍,SAEWONFILTEC CO.,송화춘,031-8049-9699,031-8049-9699,031-8049-9699,경기도 김포시 양촌읍 삼도로48번길33,97.7137,2100000 ,미분류
6735,545,SCF0032,1,9876,***,충전 임팩 드라이버 등 10종,물품,SCF,해군군수사령부,2016-04-18 10:30,H4D66,대경산업,daegyeong,박예림,070-7745-8155,070-7745-8155,070-7745-8155,서울특별시 구로구 경인로47다길31-3 (고척동) 3층,88.0011,10352950 ,9종
6736,21,HCS0011,1,9810,***,잔디(벤트그라스) 1품목,물품,HCS,제3훈련비행단,2016-04-18 10:30,GEFAC,유니아이,uni eye,이경태,070-8098-6171,070-8098-6171,070-8098-6171,경상남도 창원시 마산회원구 내서읍 호계안길91-0 (중리2차 서광아파트) 다동 1301,89.6725,17334800 ,10종
6737,14,HCL0034,1,9815,***,16-073 탁구라켓 등 17종,물품,HCL,공군사관학교,2016-04-18 10:30,GDA77,제우스,zeus,이선희,070-7529-0977,070-7529-0977,070-7529-0977,충청북도 청주시 흥덕구 청향로23번길28 (비하동) 3층,88.0029,13437200 ,2종
6738,137,SFC0065,1,9811,***,등산스틱 등 3건,물품,SFC,제9691부대,2016-04-18 10:30,F938B,VOK(비전오브코리아),VISION OF KOREA,전진순,7044154123,7044154123,070-4415-4123,"경기도 남양주시 진접읍 해밀예당1로50-47, 506호 C95(리첸타워)",88.007,8403191 ,미분류
6739,23,LFC0017,1,9560,***,"교육장비, 비품 등 15종 구매",물품,LFC,육군훈련소,2016-04-18 10:30,GFB4E,흙사랑,HEUKSARANG,이중관,041-662-8239,041-662-8239,041-662-8239,충청남도 서산시 율지5로22-0 (동문동)102호,88.0216,11875597 ,2종
6740,16,SCR0042,1,9868,***,복사용지 등 626종 구매,물품,SCR,해군제3함대사령부,2016-04-18 10:30,D3490,넥스트목포점,,유장식,061-284-7369,061-284-7369,061-284-7369,전라남도 목포시 비파로 23(1013),88.0113,19457200 ,2종
6741,12,MCS0049,1,9861,***,분사식 살충제외 5종 구매,물품,MCS,국방부계룡대근무지원단,2016-04-18 10:30,H0F3B,나이스안전산업,nice safety indnstry,박점숙,042-841-1545,042-841-1545,042-841-1545,"충청남도 계룡시 엄사면 번영로79, 101호",88.0098,7497820 ,미분류
6742,10,SCN0098,1,9878,***,무균채수팩 1L 등 105종 구매,물품,SCN,제7001부대,2016-04-18 10:30,A92B7,삼우메디칼(주),,이광형,552229393,552229393,055-222-9393,"경상남도 창원시 마산회원구 무학로712-0 (회원동, 청림불교교육원)",88.0777,36232000 ,미분류
6743,2,EHA0010,1,8320,***,윈드실드(2510-700-5417),물품,EHA,일반장비계약팀 (구:19.09.16),2016-04-15 15:00,0910F,영광산업사,YOUNGKWANG INDUSTRIAL COMPANY,도상만,518317780,518317780,051-831-7780,부산광역시 강서구 과학산단로305번길 57(지사동),84.8447,168510000 ,미분류
6744,4,EHD0004,2,4620,***,반합,물품,EHD,물자계약팀,2016-04-15 15:00,4424F,대일스텐,daeilsts.com,최인호,315447200,315447200,031-544-7200,경기도 포천시 소흘읍 호국로 15-11(),86.6889,212037600 ,미분류
6745,4,EHC0046,1,1864A,4,해물비빔소스,물품,EHC,급식유류계약팀,2016-04-15 15:00,D0DE1,(주)그린,green,김진학,325520541,325520541,032-552-0541,"인천광역시 연수구 아트센터대로149, 상가102동302호(송도동,커낼워크)",90.7906,10161 ,1종
6746,4,EHC0046,1,1864A,3,해물비빔소스,물품,EHC,급식유류계약팀,2016-04-15 15:00,3723F,태림농산,TAELIM CORPORATION,김심선,055-323-8888,055-323-8888,055-323-8888,경상남도 김해시 장재로520번안길8-14 (생림면),91.3339,10235 ,1종
6747,4,EHC0046,1,1864A,2,해물비빔소스,물품,EHC,급식유류계약팀,2016-04-15 15:00,3723F,태림농산,TAELIM CORPORATION,김심선,055-323-8888,055-323-8888,055-323-8888,경상남도 김해시 장재로520번안길8-14 (생림면),90.7151,10235 ,1종
6748,4,EHC0046,1,1864A,1,해물비빔소스,물품,EHC,급식유류계약팀,2016-04-15 15:00,3723F,태림농산,TAELIM CORPORATION,김심선,055-323-8888,055-323-8888,055-323-8888,경상남도 김해시 장재로520번안길8-14 (생림면),92.0387,10235 ,1종
6749,3,EHC0045,1,1863A,4,육고기비빔소스,물품,EHC,급식유류계약팀,2016-04-15 15:00,3723F,태림농산,TAELIM CORPORATION,김심선,055-323-8888,055-323-8888,055-323-8888,경상남도 김해시 장재로520번안길8-14 (생림면),91.4982,8419 ,1종
6750,3,EHC0045,1,1863A,3,육고기비빔소스,물품,EHC,급식유류계약팀,2016-04-15 15:00,3723F,태림농산,TAELIM CORPORATION,김심선,055-323-8888,055-323-8888,055-323-8888,경상남도 김해시 장재로520번안길8-14 (생림면),90.7386,8419 ,1종
6751,3,EHC0045,1,1863A,2,육고기비빔소스,물품,EHC,급식유류계약팀,2016-04-15 15:00,3723F,태림농산,TAELIM CORPORATION,김심선,055-323-8888,055-323-8888,055-323-8888,경상남도 김해시 장재로520번안길8-14 (생림면),90.3596,8419 ,1종
6752,3,EHC0045,1,1863A,1,육고기비빔소스,물품,EHC,급식유류계약팀,2016-04-15 15:00,3723F,태림농산,TAELIM CORPORATION,김심선,055-323-8888,055-323-8888,055-323-8888,경상남도 김해시 장재로520번안길8-14 (생림면),91.1497,8419 ,1종
6753,2,EHA0009,1,8335,***,조향기어,물품,EHA,일반장비계약팀 (구:19.09.16),2016-04-15 15:00,0910F,영광산업사,YOUNGKWANG INDUSTRIAL COMPANY,도상만,518317780,518317780,051-831-7780,부산광역시 강서구 과학산단로305번길 57(지사동),85.8246,273130000 ,9종
6754,2,EHC0058,1,1915,1,시리얼(초코맛후레이크),물품,EHC,급식유류계약팀,2016-04-15 14:30,BF6D7,동서식품주식회사,dongsuh foods corporation,김광수,232710339,232710339,02-3271-0339,인천광역시 부평구 새벌로55-0 (청천동),83.6478,5260 ,1종
6755,2,EHB0004,1,201,***,야전선,물품,EHB,통신장비계약팀 (구:19.09.16),2016-04-15 14:00,3281F,혜성씨앤씨 주식회사,HyeSung Cable and Communication INC,송영빈,638587005,638587005,063-858-7005,전북특별자치도 익산시 삼기면 삼기농공단지길18-0,89.0015,613328958 ,2종
6756,8,LDC0004,1,9382,***,00부대 원격교육체계 비품 구매,물품,LDC,육군과학화전투훈련단,2016-04-15 14:00,G74D1,NS산업,.,장준섭,332627140,332627140,033-262-7140,강원특별자치도 홍천군 서면 팔봉산로1195-0,93.241,2760000 ,미분류
6757,2,EHC0057,1,1914,1,시리얼(옥수수맛후레이크),물품,EHC,급식유류계약팀,2016-04-15 14:00,BD708,농심 켈로그 주식회사,Nhongshim Kellogg Co.,정인호,25382011,25382011,02-538-2011,경기도 안성시 공단2로 29(),83.6931,5061 ,1종
6758,7,LPF0017,1,9400,***,방진마스크 등 16종 구매,물품,LPF,제51보병사단,2016-04-15 13:30,G6D19,JH컴퍼니,JH COMPANY,김정이,010-2484-1254,010-2484-1254,010-2484-1254,경기도 화성시 새강1길41 (반송동),88.1112,17016780 ,미분류
6759,12,EHC0056,1,1913,1,감자튀김,물품,EHC,급식유류계약팀,2016-04-15 13:00,1381F,주식회사 만구,mangu co.ltd,정희석,055-833-3741,055-833-3741,055-833-3741,경상남도 사천시 유람선길 79(),83.3162,3179 ,1종
6760,4,LCF0112,1,8935,***,"좌석,차량용 등 4항목 제조(궤도)",물품,LCF,육군군수사령부,2016-04-15 11:00,0020F,강서실업,GangSeo Industry,조부규,553252660,553252660,055-325-2660,경상남도 김해시 김해대로2644-0,92.3375,389500000 ,4종
6761,29,SFD0059,1,9470,***,더블에이 복사용지 A4 등 163종,물품,SFD,제9227부대,2016-04-15 11:00,E037B,충성센타,,박순활,054-335-2275,054-335-2275,054-335-2275,경상북도 영천시 고경면 호국로 462-8(),88.2804,8602200 ,2종
