입찰명,발주기관코드,발주기관,카테고리
치즈,EHC,급식유류계약팀,1종
치즈,EHC,급식유류계약팀,1종
사과주스,EHC,급식유류계약팀,1종
사과주스,EHC,급식유류계약팀,1종
사과주스,EHC,급식유류계약팀,1종
포도주스,EHC,급식유류계약팀,1종
포도주스,EHC,급식유류계약팀,1종
포도주스,EHC,급식유류계약팀,1종
"확성기, 영구자석식",EHB,통신장비계약팀 (구:19.09.16),미분류
17-1차 전산운용소모품 구매,MCK,국방전산정보원,2종
사병외투,EHD,물자계약팀,미분류
베개류,EHD,물자계약팀,미분류
2/4분기 교육예산 물품구매,LFK,육군종합군수학교,2종
`17-00학교 교육비품(구출구조 훈련 마네킹) 구매,MDQ,국군의무학교,2종
병영도서관 도서 구매,LPC,제25보병사단,10종
사무용품 볼펜 등 178종 구매,SFH,제9196부대,2종
17-케이블(전화기용) 구매,UMM,국군재정관리단,4종
생도 태블릿 PC 구매,UMM,국군재정관리단,2종
업무용 프린터 구매,UMM,국군재정관리단,2종
17-B-열영상카메라(CCTV) 제조 설치,UMM,국군재정관리단,7종
00부대 신축공사 관급자재 수배전반 제조 설치,UMM,국군재정관리단,미분류
17년 조사체계 SW 라이선스 구매,UMM,국군재정관리단,미분류
자동안내장치 및 음성동보장치 제조,UMM,국군재정관리단,미분류
이동식 콤프레샤 등 11종,SDF,제5738부대,미분류
소기업/소상공인-디지털 인쇄재료 구매 계약,LKP,5군수지원사령부,2종
17년 LPG(액화석유가스) 구매,LGP,제1군수지원사령부,3종
"엔진, 가솔린식 등 1항목 제조(기장)",LCF,육군군수사령부,9종
스위치 및 전선 조립체 등 2항목 구매(특무),LCF,육군군수사령부,4종
증폭기 등 1항목 구매(특무),LCF,육군군수사령부,미분류
스핀들조립체 등 44항목 제조(총포),LCF,육군군수사령부,미분류
발전기 유지부품(10kW 통신용),EHA,일반장비계약팀 (구:19.09.16),9종
00부대 정보체계 운용재료 구매,MDC,제1363부대,미분류
공학해석 학습프로그램(Anasis&Ls-dyna) 구매,LFN,육군3사관학교,미분류
17년 생도선발 모의토익 구매,LFN,육군3사관학교,미분류
17-081 접착PVC 켈지 등 67종,HCL,공군사관학교,미분류
17-089 이동식 에어컨 등 10종,HCL,공군사관학교,미분류
17-090 팝업 등 118종,HCL,공군사관학교,미분류
제어기-모니터 등 5품목,HCC,해군제1수리창,2종
천막 등 2종,SCN,제7001부대,2종
오토미션오일 등 11종,SCN,제7001부대,미분류
"바,금속제 등 14종",SDQ,해군제2수리창,미분류
"병영도서관 도서 구매(수량:462종, 900권)",SCI,제9121부대,10종
네오시덤연고 등 30종,SCK,해군교육사령부,미분류
탁구대 등 14종 구매,SCQ,제9911부대,미분류
잉크(T8451 등 4종) 구매,SCP,제8385부대,미분류
알루미늄봉인 등 24종 구매,SCP,제8385부대,미분류
케이블 등 160종 구매,SCP,제8385부대,4종
"리셉터클,육전 연결용 1종",SCF,해군군수사령부,미분류
자동전압 조절기 1종,SCF,해군군수사령부,미분류
핸드파렛트 트럭 등 2종,SCF,해군군수사령부,미분류
차량 수리부속(호스앗세이 등 66종) 구매,SCP,제8385부대,9종
군장덮개 구매,LFC,육군훈련소,미분류
한국군지원시설 체력단련 기구 구매,UMM,국군재정관리단,4종
만능측장기 구매,UMM,국군재정관리단,미분류
갈비탕 등 12종 구매,SCQ,제9911부대,미분류
골뱅이통조림 등 3종 구매,SCQ,제9911부대,미분류
인쇄재료(토너) 등 9종,SCG,해군본부,2종
스텐션 조립체 등 6종,SCF,해군군수사령부,미분류
송풍기 등 5종,SCF,해군군수사령부,미분류
"날, 앞유리창닦기용 등 3종",SCF,해군군수사령부,4종
선체온도 센서 등 16종,SCF,해군군수사령부,미분류
"호이스트, 체인식 등 27종",SCF,해군군수사령부,미분류
"압축기 유니트, 왕복식 등 13종",SCF,해군군수사령부,미분류
해파 커버 스트드 리스레딩 도구 등 11종,SCF,해군군수사령부,미분류
"브래킷, 설치용 등 2종",SCF,해군군수사령부,미분류
"전지, 축전식 등 5종",SCF,해군군수사령부,2종
변조기 전원공급기 15EA,SCF,해군군수사령부,미분류
피드백 센서 등 46종,SCF,해군군수사령부,미분류
'17년 무정전 전원공급장치 유지보수 정비,SCF,해군군수사령부,4종
00탄 3종 구매,MDR,제9965부대,미분류
하계 특수화 구매,MDR,제9965부대,미분류
하계용 장갑 구매,MDR,제9965부대,미분류
17년 부식 재포장 재료 구매,LPH,제2167부대,미분류
"의약품 18종, 의료기재 40종 구매",LKM,제2632부대,8종
국외 도서류 122종 구매,MCR,국방대학교,10종
땅굴탐지장비 유지부품 구매,LCG,육군본부,9종
00부대 수의약품 구매,LGK,제5897부대,8종
00지역 공조기 필터 제조설치납품,MCX,자운대근무지원연대,9종
00지역 간부숙소 세탁기 구매설치납품,MCX,자운대근무지원연대,미분류
17-간부숙소 신축공사 데크플레이트 제조,UMM,국군재정관리단,미분류
00부대 신축공사 관급자재 분전반 제조,UMM,국군재정관리단,4종
'17년 출입통제체계 교체사업,UMM,국군재정관리단,미분류
장비운영소모품 구매(조영제 자동주입 실린지),MDJ,국군대전병원,미분류
17-2차 기타장비 및 물자 구매(순번대기표),MDD,국군수도병원,10종
토너 등 54종,SCF,해군군수사령부,미분류
헬멧 등 10품목 구매,SFL,제3283부대,미분류
의약품(위넥스지정 외 9종) 구매,MCS,국방부계룡대근무지원단,8종
작동실 램프 등 28종,HCF,공군군수사령부,미분류
코팅장갑 등 6종 구매(연평도 납품),SFN,연평부대,미분류
"변환기,신호자료용 등 13종",SDQ,해군제2수리창,미분류
더스트프리 지우개 등 206품목,HCC,해군제1수리창,미분류
"앵글,건축용 등 20종",SDQ,해군제2수리창,4종
회전속도계 등 29품목,HCC,해군제1수리창,미분류
큐비클 판넬 등 60품목,HCC,해군제1수리창,미분류
실린더라이나 등 23종 구매,SCR,해군제3함대사령부,미분류
"업소용 고정세탁기, 회전식건조기 철거 및 설치납품",MCS,국방부계룡대근무지원단,미분류
송수화기 등 3종 구매,SCR,해군제3함대사령부,미분류
'17-1차 부대구매 의약품(총대장균킷) 구매,LNF,제1보병사단,8종
사진 조명기구 및 운영장비 구매,MDS,제3707부대,미분류
작전용 전산장비 구매,MDS,제3707부대,미분류
스카트 물티슈 등 236종,SCK,해군교육사령부,미분류
전반기 전산용품 구매,MDS,제3707부대,2종
국기검 시험재료비 105종 구매,LNG,육군 제1군단,미분류
장갑전투도자 작동자축압기 소요자재 구매,LDH,육군종합정비창,미분류
광학장비부품류,EGF,기동화력계약팀 (구:19.09.16),9종
"헬기 구성품(제어장치,시동보조기용) 정비",EGD,항공기계약팀 (구:19.09.16),미분류
취사 기구류 20종 구매,MCR,국방대학교,미분류
디스크휠,EHA,일반장비계약팀 (구:19.09.16),미분류
이불커버류,EHD,물자계약팀,미분류
방독면(K5) 안경,EHC,급식유류계약팀,2종
이불류,EHD,물자계약팀,미분류
비파괴 검사실 구성품 등 설치납품,LCP,육군항공사령부,미분류
17년 사계절 전투복 원단(IR),EHD,물자계약팀,미분류
(17-025) 면장갑,HDN,공군제18전투비행단,미분류
생물탐지장비 작전용 스트립,MDN,국군화생방방호사령부,미분류
예초기 등 2종 구매,MCX,자운대근무지원연대,미분류
전차축소사격 소총거치대 등 3종 제조,UMM,국군재정관리단,7종
17년 전반기 PC 도입사업(일반),UMM,국군재정관리단,2종
17-이동감호차(25인승 중형버스) 2대 제조,UMM,국군재정관리단,미분류
공군 전자감응식 헤드셋 구매,UMM,국군재정관리단,미분류
17-콘크리트파일 제조,UMM,국군재정관리단,4종
헌병 피복(백색가죽요대 등 7종) 제조,UMM,국군재정관리단,2종
헌병 반조봉 등 7종 구매,UMM,국군재정관리단,미분류
17-저장용 선반 등 4종 제조 설치,UMM,국군재정관리단,미분류
00부대 신축공사 관급자재 석재(자연석판석) 제조,UMM,국군재정관리단,미분류
00부대 신축공사 관급자재 콘크리트 파일 제조,UMM,국군재정관리단,4종
17년 사무자동화장비(데스크톱PC) 도입사업(리스물건),UMM,국군재정관리단,2종
시청각 기록물 디지털 전환장비 교체,UMM,국군재정관리단,미분류
엔진 포워드 마운트 등 41종 제조,HCF,공군군수사령부,9종
17년 사계절 전투복 원단(IR),EHD,물자계약팀,미분류
17년 사계절 전투복 원단(IR),EHD,물자계약팀,미분류
"일반광학장비부품(덮개, 입구용)",EGF,기동화력계약팀 (구:19.09.16),9종
고무박스 등 53종 구매,SCP,제8385부대,미분류
고무경계석 등 10종 구매,SCP,제8385부대,미분류
토너(LBP6330K 등 46종) 구매,SCP,제8385부대,미분류
목장갑 등 108종,SCH,해군작전사령부,미분류
"충전기, 전지용 1개 구매",SCH,해군작전사령부,2종
골드 티타늄 컷터(대형)날 등 334종,SCH,해군작전사령부,미분류
엡손 프리미엄 광택 사진 인화지A4 등 186종,SCH,해군작전사령부,미분류
"칼, 도마소독기 등 3종",SCH,해군작전사령부,미분류
육성지원물품 구매(17-동원-02),LMR,제5군단사령부,미분류
2분기 교육 및 실습재료 구매,LFH,육군부사관학교,2종
라디에이터 등 221종,HCF,공군군수사령부,미분류
클러치 부스터 등 194종 구매,HCF,공군군수사령부,미분류
17-092 윤활유,HCL,공군사관학교,3종
벽걸이 에어컨 등 3종 구매(연평도 납품),SFN,연평부대,미분류
마이크로필터 등 48종 구매(연평도 납품),SFN,연평부대,9종
백엽상 제작 구매,MCS,국방부계룡대근무지원단,미분류
복사용지등 366종 구매,SCL,해군사관학교,미분류
감독관 작업복 등 24종,SCH,해군작전사령부,미분류
군 관물함 제조 구매,MHP,국방부유해발굴감식단,미분류
고체에어로졸 자동소화기 등 8종 구매 설치,SCI,제9121부대,미분류
주파수 변환기 1EA,SCF,해군군수사령부,미분류
램프 등 9종,SCF,해군군수사령부,미분류
배수턱 등 37종,SCF,해군군수사령부,미분류
음탐기 성능측정용 신호발생기 4EA,SCF,해군군수사령부,미분류
"탐지기,폭발무기용 1EA",SCF,해군군수사령부,미분류
기밀시험장비 1EA,SCF,해군군수사령부,7종
"17년 하계절 전투복 원단(IR), 해병대",EHD,물자계약팀,미분류
17년 하계절 전투복 원단(IR),EHD,물자계약팀,미분류
17년 하계절 전투복 원단(IR),EHD,물자계약팀,미분류
"17년 사계절 전투복 원단(IR), 해병대",EHD,물자계약팀,미분류
"17년 사계절 전투복 원단(IR), 해병대",EHD,물자계약팀,미분류
"17년 사계절 전투복 원단(IR), 해병대",EHD,물자계약팀,미분류
"17년 방상외피 원단, 해병대",EHD,물자계약팀,미분류
"17년 방상외피 원단, 3군 공통",EHD,물자계약팀,미분류
KF-16 바퀴조립체 정비,EGD,항공기계약팀 (구:19.09.16),미분류
"덮개, 사령관 지휘소 지붕용",EGF,기동화력계약팀 (구:19.09.16),미분류
KF-16 적아식별장비 정비,EGD,항공기계약팀 (구:19.09.16),미분류
밀링머신 구매,HDQ,제20전투비행단,미분류
잭박스,EGC,함정계약팀 (구:19.09.16),미분류
목재사무용5단 캐비넷 등 25품목 제조,UMM,국군재정관리단,4종
헌병피복(동계 대테러복 등 3종) 제조,UMM,국군재정관리단,2종
헌병 방탄헬멧 등 4종 제조,UMM,국군재정관리단,2종
헌병피복(방탄복 등 3종) 제조,UMM,국군재정관리단,2종
대공감시용 근거리감시레이더 구축사업,UMM,국군재정관리단,7종
비밀번호 자동관리 솔루션 도입사업,MCJ,국방통합데이터센터,미분류
공군교육사령부 장교/간부 식당 식자재 구매,HCM,공군교육사령부,2종
줄사다리 등 2종 제조,SFM,제3170부대,미분류
에나멜 페인트 등 15종 제조,SFM,제3170부대,4종
17년 1/4분기 2차 전산운영용품 구매,LCH,특수전사령부,2종
풋살경지장 인조잔디 제조설치 납품,LCK,수도방위사령부,미분류
전기소작기 병원용 등 2종,SCF,해군군수사령부,미분류
LED 램프 등 2종,SCF,해군군수사령부,4종
수신기 군(AIS 송신기 Class B) 15EA,SCF,해군군수사령부,미분류
"간격유지기,봉합식 37EA",SCF,해군군수사령부,미분류
집광기 19EA,SCF,해군군수사령부,미분류
풋살경지장 인조잔디 제조설치 납품,LCK,수도방위사령부,미분류
통신장비(모사전송기) 1항목 구매(물자),LCF,육군군수사령부,미분류
떡국떡,EHC,급식유류계약팀,미분류
떡볶이떡,EHC,급식유류계약팀,미분류
방수단자함(매설용),EHB,통신장비계약팀 (구:19.09.16),4종
공기충전기 외 5종 (17-031),HFD,공군제38전투비행전대,미분류
"천막,개인전투용",EHD,물자계약팀,미분류
헌병완장 등 8종 제조구매,LCG,육군본부,미분류
"17-F-003, 보오스코우프 키트 구매",UMM,국군재정관리단,미분류
17-사진편집기 등 7종 구매설치,UMM,국군재정관리단,미분류
휴대형 속도측정기 등 11종 구매,UMM,국군재정관리단,7종
순회 정신교육 장비 4종 구매,UMM,국군재정관리단,2종
지뢰보호복 등 3종 제조,UMM,국군재정관리단,5종
17년 사무자동화장비(프린터) 도입사업,UMM,국군재정관리단,2종
이동식화장실 트레일러 제조설치,UMM,국군재정관리단,7종
00부대 CCTV 제조설치,UMM,국군재정관리단,7종
17년 해병대 지휘소 비디오월 교체사업(리스물건),UMM,국군재정관리단,미분류
17년 사무자동화장비(노트북) 도입사업(리스물건),UMM,국군재정관리단,2종
17-조-8 독신자숙소 가전제품,UHC,공군 작사예하 방포사예하 제2여단,미분류
군악대대 행사복 제조납품,MCN,국방부근무지원단,2종
17-1차 식품검사대 검사재료 구매,LGP,제1군수지원사령부,미분류
작전후레쉬/마운틴 제조구매,LCG,육군본부,미분류
`17년 풋살경기장 5개소 인조잔디 제조설치,LPM,제9보병사단사령부,미분류
고체형광펜 등 292종,SCK,해군교육사령부,미분류
프리미엄 광택 포토용지 등 127품목,SFL,제3283부대,미분류
KCC마이톤 등 32품목,SFL,제3283부대,미분류
병잉크 등 264종,SCG,해군본부,미분류
알토색소폰리드 등 21종 구매,SCP,제8385부대,미분류
무선마우스 등 374종 구매,SDG,제2002부대,미분류
비료(그린) 등 4종 구매,SCQ,제9911부대,미분류
