입찰명,카테고리
105밀리 포병탄약 지환통 제조,미분류
전시체계 설치납품,미분류
헬륨충전 등 9품목,미분류
의료기재 (인바디 용지 등 67종) 구매,미분류
의료기재(K-FILE 25MM 10 등 65종)구매,미분류
SOLT 환자 호출벨 등 245종,미분류
의약품(안연고 등 64종)구매,8종
'16년 디지털 영상/사진 편집기 구매,10종
후반기 일반폐기물 위탁처리 용역,미분류
디지털 인쇄재료 구매,미분류
군 숙소 위탁관리 용역,미분류
16년 풋살장 신축공사 p.p바닥재 설치납품,미분류
국군의 날 경축특식 빵세트,미분류
"베이스,커플링 조립용 등 16항목 제조(생산능력,총포)",미분류
단발자 등 5항목 제조(총포),미분류
16-293 혼합석 등 2품목 구매,미분류
16-본-공-01(특기교육생 식당개선) 보일러 구매/설치,미분류
용융제강 슬래그 등 22품목,미분류
3분기 전산운영용품 구매,2종
HACCP형 취사장용 취사기구 구매,2종
00대대 간부숙소 냉장고 구매,미분류
울트라셋 등 52품목,미분류
공구세트 등 38종 구매,9종
16-해-탐조등(12인치) 11EA 제조,미분류
벽걸이 에어컨 등 3종,미분류
탕수육 등 12품목,미분류
마가렛트 등 41품목,미분류
감자수제비 등 15품목,미분류
반판두부 등 14품목,1종
깍두기 등 3품목,미분류
배추김치(조각) 등 5품목,1종
피탄 고글 등 2종,미분류
작전장갑 105EA,미분류
잠수함(SS-Ⅰ) 조종훈련장비 유지보수 총분해 정비,미분류
탑승형 청소차 구매,미분류
신병교육 재료 구매납품,미분류
데스크탑 컴퓨터 제조납품,2종
궤도생산공장 폐흙 슬러지 침전조 청소용역,미분류
휴대형 라디오 구매,미분류
내의류 등 5종 구매,미분류
00지역 안보교육관 연결의자 설치납품,2종
16-3차 시추공 매몰방지용 자재(구조용 흑관) 구매,미분류
3분기 전산체계운영용품 구매,미분류
장비운영소모품(65차) 구매,미분류
국가기술검정 생활관 컨테이너 제조설치납품,2종
173-V벨트등44종,미분류
무전기용 고정형 중계기 제조 설치,2종
00부대 탄두회수대 설치납품,5종
지휘관 및 주임원사 휘장 0종 제조구매,미분류
코일히터 등 18종,미분류
충전임펙드릴 등 9품목,미분류
제트스트림 펜 등 47종,미분류
넥시움 등 30종,미분류
트라이콘 등 3종,미분류
2공 펀치 등 135종,미분류
충전임팩드릴 등 9종,미분류
디지털 카메라 1종 구매,미분류
전지 조립체 등 9종 구매,2종
압축기(FX5) 1종,미분류
조향 등 등 4종,미분류
주파수 변환기 1종,미분류
브이밸트 등 6종 구매,미분류
투광기외47종 구매,미분류
군수처 방송장비 구매,미분류
(조달)3훈비 아쿠아우드등 51품목(16-3-191) 구매,미분류
"마대 10,000EA 구매",미분류
붐 그리스 등 2종,3종
눈삽 등 23종 구매,미분류
배식용 받드 등 23종 구매,미분류
런닝머신 등 4종 구매,미분류
프린터 토너 등 230종 구매,2종
전압조절기 하부조립체 1종,미분류
캠 스위치 등 16종 구매,미분류
군수처 먼지떨이 공기압축기 설치,미분류
붓 등 16품목,미분류
포터2 타이어 등 25종,9종
필터엘리멘트 등 34종 구매,9종
익스팬션 조인트 등 31종,미분류
고속 탈수기 등 2종,미분류
차염발생장치 구매,미분류
진공포장지 등 65종 구매,미분류
00지역 교환기 교체사업(감시카메라),미분류
거꾸리 등 3종 구매,미분류
컷팅매트 등 129종 구매,미분류
바닥타일 등 28종,4종
튜블라형 도어록 등 24종,미분류
임상독성학 등 14종(의학서적),미분류
연구소 감정재료 구매,10종
종이컵 등 271종,미분류
충전건전지 등 259종,2종
16-2차 의료기재 구매,미분류
의약품 및 의무장비 소모품 구매(7차),8종
가스켓 등 6품목,3종
사물놀이 복장 등 16종,미분류
공기청정기,미분류
00지역 취사식당 비품 구매,미분류
폐목재 처리 용역,미분류
00부대 훈련 보조재료 구매,미분류
16년 국방민원서비스 만족도 조사,10종
3분기 정보체계운영용품 구매,미분류
객실 및 목욕탕 위생용품 42종 구매(연간단가계약),미분류
컨테이너 제조설치(조달-173),2종
휴대용 무선 영상감시시스템 제조 / 구매,미분류
대형 콘크리트 절단기 구매,4종
차량정비고 25톤 리트프 제조설치(이전설치 포함),미분류
16년 해병대 도청탐지체계 구축사업,미분류
2016 사천에어쇼 공군홍보관 전시용역,미분류
인쇄재료(모조지 백색)구매,미분류
휴대용 무선 영상감시시스템 제조 / 구매,미분류
2016년 의무장비(손 세척대) 구매,8종
2016년 의무장비(멸균기 소형) 구매,8종
2016년 고단가 수술기구 6차 구매,미분류
취약점 군 영향성 평가 및 조치결과 관리방안 연구,10종
삼정검(부수기재 포함),미분류
프리미엄 포토용지 등 34종 구매,미분류
종이컵 등 156종 구매,미분류
도서(가스기능사 필기) 등 34종,3종
케이블타이 등 60종 구매,4종
멀티코드 등 51종 구매,미분류
니퍼 등 181종 구매,미분류
차단봉 등 152종 구매,미분류
원형 후라이펜 등 47종 구매,미분류
[기행교] 기어식지주 등 2종 구매,미분류
벽걸이 에어컨 구매,미분류
타이어 등 5종 구매,9종
하이플러스A4 등 132종 구매,미분류
"153볼펜 등 1,107종 구매",미분류
은사 수세미외 6종 구매,미분류
공군 자살예방 프로그램 개발 용역,미분류
지지대 조립체 등 8항목 제조(물품),미분류
LED BAR 조립체 등 1항목 구매,4종
탄통조립체 등 2항목 구매(물품),미분류
00부대 샤프트 바란싱 머신 외주정비 용역,미분류
다련장 호스조립체등6종구매,미분류
전원변환기 등 4종 구매,미분류
밧데리 등 38종 구매,9종
조종사 마후라 1항목 구매(물자),미분류
방송장비 야전앰프 등 2종 설치납품,미분류
00학교 빔프로젝트 교체,미분류
'16년 ICT기반 스마트 예비군훈련 관리체계 구축,미분류
급식사업(사골곰탕 제조),미분류
ACMI 항적/음성자료 관리체계 교체사업,미분류
인쇄소모용품 3종 구매,미분류
안보관 음향시스템 제조설치(K-60),미분류
16-3차 교관용 참고도서 구매,10종
비디오스코프(16-121),미분류
국가기술자격 학습교재 000권 구매,미분류
해병대일지카바등 2품목,미분류
우레탄 디스탠스 매트 등 11품목 구매,미분류
슬리퍼 등 10종 구매,미분류
이동용 고출력 방송장비 구매,미분류
"너트,평면,원형 1종",9종
P-3CK 비행관리체계 유지보수 용역,미분류
00부대 컨테이너 제조설치 납품,2종
장군 장구류 0종 구매,미분류
국가기술자격 학습교재 구매,미분류
통신장비용 축전지(5종) 구매,2종
군인의 지위 및 복무에 관한 기본법 소책자 표지 제조,미분류
위협관리체계 운영환경 구축,미분류
'16년 큐브 및 빔 프로젝트 램프 구매,미분류
호흡기 바이러스 진단시약 구매,미분류
00지역 아파트 씽크대 제조 설치납품,미분류
YF No.2 D/E 정비,미분류
머그컵 등 2종 구매,미분류
EPSON 잉크 등 111종 구매,2종
인쇄재료 92종 구매,미분류
문서보관상자 등 199종,미분류
온도변화컵 구매,미분류
'16년 후반기 모범장병 및 군무원 국내시찰 여행 용역,미분류
손원일급 잠수함(SS-II) 조종훈련장비 유지보수 정비,미분류
후반기 정신교육 영상교재(군인정신) 제작용역,미분류
후반기 정신교육 영상교재(안보관) 제작 용역,미분류
선수공통피복 제작구매,2종
선수공통피복 제작구매,2종
유도무기 품질인증사격시험 기준 정립 및 절차 연구,10종
윌로 수중펌프 구매,미분류
잔류염소측정기 등 18종,7종
"바, 금속제 등 23품목",미분류
보드 테스터 유지보수,4종
도서(정보처리기사 필기 등 140종)구매,10종
교육장비(질량분석기) 구매,미분류
네트워크 장비 구매,2종
00학교 항온항습기 제조 설치,미분류
`16년 전군지원 상용SW 구매,미분류
16년 근거리 전산망(LAN) 교체사업(리스물건),2종
00부대 조수기 제조 설치,미분류
6.25전사자 발굴 유품 위탁 보존처리 용역,미분류
000사업 전송/정보보호장비 설치납품,미분류
사이버전 수행개념 및 절차 연구,10종
경축특식 과자세트,미분류
경축특식 떡세트,미분류
적외선 열영상장비(IRD-2000) 2차 외주정비 용역,미분류
바나나,미분류
추석 경축특식 과자세트,미분류
00부대 관사 씽크대 철거 및 설치(근-16-108),미분류
"필터 드라이어 5/8"" 등 20품목",9종
에어컨(16-213),미분류
형광등 등 81종(16-210),미분류
16-인-오/폐수처리시설 수질검사 용역,미분류
16년 2분기 전산운영용품 구매,2종
가스주입기 등 77품목 구매,3종
병원커튼 등 2품목 구매,미분류
00부대 정보화사업 빕프로젝터 설치납품,미분류
복사용지 등 37종,미분류
공사용 관급자재(AL창호) 제조,4종
리프레쉬플러스 점안액 등 211종,미분류
포병대 시설 CCTV 제조/설치,4종
공사용 관급자재(AL창호) 제조,4종
각대봉투 등 41종 구매,미분류
재생토너 등 3종,2종
카본 헬멧 50EA,미분류
스위치 등 64종 구매,미분류
2분기 8차 의약품구매,8종
싱크대 등 31종 구매납품,미분류
기상 수치예보체계 교체사업(리스물건),미분류
의약품 모물린 등 46종,8종
스카치테이프 등 234종,미분류
원격통합통신체계 구축사업(리스물건),미분류
공사용 수공구 구매,9종
GOP대대 수중모터펌프 자재구매,미분류
표창용 손목시계 제조,미분류
전자출판시스템 구매(리스물건),미분류
'16-2차 한빛부대 재보급물자 해상/내륙수송 용역,미분류
전원공급기 시험장비 TPS 제어부 랙 제조설치,7종
엔진 청수쿨러 열교환기 2EA 구매설치,9종
필터-에어클리너 등 185종,9종
등짐펌프 등 5종 구매(연평도),미분류
의약품(체성분검사 측정용지) 등 68종,8종
복사용지 등 295종,미분류
캐디복 등 2종 제조납품,미분류
1회용 종이 apron 등 54종(치과재료),미분류
3M Durapore Surgical Tape 등 80종(의료기재),미분류
유박신주 1.5g 등 111종(의약품),8종
16-연습처(스피크 폰 등3종 구매),미분류
알루미늄판 등 6종 구매,미분류
16-05-버스 임차 용역,미분류
16-목-군 숙소 정수기 임차용역(12대),미분류
타이어 등 4종,9종
형광펜 등 603종,미분류
컷팅매트 등 286종,미분류
ㅇㅇ연대 풋살경기장 인조잔디 설치납품,미분류
토너 등 185종,2종
복사기토너 등 104종,2종
중앙처리보드 1종,미분류
"섹션,장방형 등 2종",미분류
"밸브,버섯형,엔진용 등 2종",4종
밸브 수리 키트 1종,4종
(조달)3훈비 페인트등 13품목(16-3-179) 구매,4종
00부대 통합시설 창호 제조설치 납품,4종
이미지 플레이트 등 2종(16-186),미분류
의약품 51종 구매(16-13차),8종
(육성) 105-4대대 PMS 고정링크 중계기 설치(수정),미분류
트레픽페인트외1종 구매,4종
수영복 등 3종,미분류
양손가위 등 17종,미분류
3분기 교육예산(디지털카메라 등 21종 구매),미분류
워셔액 등 14종,미분류
회전도 등 16종 구매,미분류
양용 드라이버 등 74종 구매,미분류
16-거 자-00호정 외주정비,미분류
등기구 등 29종 구매,미분류
16년 방송장비(AMP) 구매계약,미분류
0000 수집/분석장비 구매,미분류
가락국수,1종
군종 영상교재 제작 용역,미분류
군종 영상교재 제작 용역,미분류
국군의날 경축특식(빵세트) 제조(구매),미분류
흡기밸브 등 273종,4종
해외파병장병 의장 격려품(지구본 탁상시계) 구매 2차,미분류
실내사격장 장비 제작설치,미분류
00부대 컨테이너 창고 제조설치,2종
인쇄재료23종구매,미분류
해외파병 상용품(유지물자) 구매,미분류
해외파병 상용품(영선물자) 구매,미분류
00부대 컨테이너 제조설치(16-170),2종
브레이크 드럼 등 166종,9종
아인지우개 등 226종,미분류
샤프 등 136종,미분류
고무장갑 등 247종 구매,미분류
국내 도서 구매(5차),10종
16년 통신용 축전지 구매,2종
"99-1대대 캐노피천막,야전침대,자동화타겟 구매",2종
스테인리스 샤클 등 8종 구매,미분류
전투복(하복) 등 5종,미분류
컨센트릭 밸브 조립체 등 18종(2-2),4종
"스위치, 회전식 등 2종",미분류
냉각팬 등 11종,미분류
부식 방지제 등 22종,1종
"생산단 궤도보듸, 성형기(금형) 외주정비 용역",미분류
